en_name,ch_name,url,ranking,area
MSc Health Psychology,南安普顿大学健康心理学理学硕士,/majr_51276,QS排名：78,社科 心理学
MSc Research Methods in Psychology,南安普顿大学心理学研究方法理学硕士,/majr_51277,QS排名：78,社科 心理学
MSc Foundations of Clinical Psychology,南安普顿大学临床心理学基础理学硕士,/majr_67768,QS排名：78,社科 心理学
MSc Audiology,南安普顿大学听力学理学硕士,/majr_66774,QS排名：78,社科 医学
MSc Audiology with Clinical Placement,南安普顿大学听力学（临床实习）理学硕士,/majr_66775,QS排名：78,社科 医学
MSc Neuroscience,南安普顿大学神经科学理学硕士,/majr_66777,QS排名：78,社科 医学
MSc Genomics,南安普顿大学基因组学理学硕士,/majr_66781,QS排名：78,社科 医学
MA Applied Linguistics for Language Teaching,南安普顿大学语言教学应用语言学文学硕士,/majr_51268,QS排名：78,社科 语言
MA ELT/TESOL Studies,南安普顿大学英语教育/对外英语教学文学硕士,/majr_51270,QS排名：78,社科 语言
MA English Language Teaching TESOL,南安普顿大学英语语言教学文学硕士,/majr_51271,QS排名：78,社科 语言
MA Translation and Professional Communication Skills,南安普顿大学翻译与专业沟通技能文学硕士,/majr_64446,QS排名：78,社科 语言
MA Communication Design,南安普顿大学传播设计文学硕士,/majr_51327,QS排名：78,社科 传播
MA Global Advertising and Branding,南安普顿大学全球广告学与品牌创建,/majr_51331,QS排名：78,社科 传播
MA Global Media Management,南安普顿大学全球传媒管理文学硕士,/majr_51335,QS排名：78,社科 传播
MSc Chemistry,南安普顿大学化学理学硕士,/majr_51204,QS排名：78,理科 化学
MSc Electrochemistry and Battery Technologies,南安普顿大学电化学与电池技术理学硕士,/majr_51205,QS排名：78,理科 化学
MSc Data Science,南安普顿大学数据科学理学硕士,/majr_51210,QS排名：78,理科 数据科学
MSc Acoustical and Vibration Engineering,南安普顿大学声学与振动工程理学硕士,/majr_51224,QS排名：78,理科 物理
MSc Aerodynamics and Computation,南安普顿大学空气动力学与计算理学硕士,/majr_51225,QS排名：78,理科 物理
MA English Literary Studies (Twentieth Century and Contemporary),南安普顿大学英语文学研究（20世纪与当代）文学硕士,/majr_51247,QS排名：78,社科 文化
MA English Literary Studies (Eighteenth Century),南安普顿大学英语文学研究（18世纪）文学硕士,/majr_51248,QS排名：78,社科 文化
MSc Operational Research,南安普顿大学运筹学理学硕士,/majr_51263,QS排名：78,理科 数学
MSc Operational Research and Finance,南安普顿大学运筹学与金融理学硕士,/majr_51264,QS排名：78,理科 数学
MSc in Statistics,南安普顿大学统计学理学硕士,/majr_51265,QS排名：78,理科 数学
MSc Statistics with Applications in Medicine,南安普顿大学医学应用统计理学硕士,/majr_51266,QS排名：78,理科 数学
Master of Science in Applied Statistics,南安普顿大学应用统计学理学硕士,/majr_51285,QS排名：78,理科 数学
MSc Oceanography,南安普顿大学海洋学理学硕士,/majr_51295,QS排名：78,理科 生物
MA Fashion Design,南安普顿大学时尚设计文学硕士,/majr_51328,QS排名：78,社科 其他社科
MA Textile Design,南安普顿大学纺织品设计文学硕士,/majr_51329,QS排名：78,社科 其他社科
MA Design Management,南安普顿大学设计管理文学硕士,/majr_51332,QS排名：78,社科 其他社科
MA Contemporary Curating,南安普顿大学当代策展文学硕士,/majr_51337,QS排名：78,社科 影视
MSc Data and Decision Analytics,南安普顿大学数据与决策分析理学硕士,/majr_61569,QS排名：78,理科 数据科学
MA Film and Cultural Management,南安普顿大学电影与文化管理文学硕士,/majr_62320,QS排名：78,社科 影视
Master of Arts in Global Literary Industries Management,南安普顿大学全球文学产业管理文学硕士,/majr_62322,QS排名：78,社科 文化
MA International Music Management,南安普顿大学国际音乐管理文学硕士,/majr_62323,QS排名：78,社科 其他社科
MMus Music Composition,南安普顿大学音乐作曲硕士,/majr_62324,QS排名：78,社科 其他社科
MA English Literary Studies,南安普顿大学英语文学研究文学硕士,/majr_62760,QS排名：78,社科 文化
MA English Literary Studies (Nineteenth Century),南安普顿大学英语文学研究（19世纪）文学硕士,/majr_64444,QS排名：78,社科 文化
MA English Literary Studies (Postcolonial and World Literatures),南安普顿大学英语文学研究（后殖民主义和世界文学）文学硕士,/majr_64445,QS排名：78,社科 文化
MA Fine Art,南安普顿大学美术文学硕士,/majr_66760,QS排名：78,社科 其他社科
MA Cultural Heritage Studies,南安普顿大学文化遗产研究文学硕士,/majr_66763,QS排名：78,社科 文化
MSc Business and Heritage Management,南安普顿大学商业与遗产管理理学硕士,/majr_66768,QS排名：78,社科 其他社科
MA Creative Writing,南安普顿大学创意写作文学硕士,/majr_66769,QS排名：78,社科 文化
MA Film Studies,南安普顿大学电影研究文学硕士,/majr_66770,QS排名：78,社科 文化
MA Languages and Cultures,南安普顿大学语言与文化文学硕士,/majr_66772,QS排名：78,社科 文化
MSc Amputation and Prosthetic Rehabilitation,南安普顿大学截肢与假肢康复理学硕士,/majr_66778,QS排名：78,社科 其他社科
MSc Occupational Therapy Pre-registration,南安普顿大学职业治疗预注册理学硕士,/majr_66779,QS排名：78,社科 其他社科
MSc Chemistry by Research,南安普顿大学化学研究理学硕士,/majr_67767,QS排名：78,理科 化学
MA Arts and Cultural Leadership,南安普顿大学艺术与文化领导力文学硕士,/majr_72364,QS排名：78,社科 文化
MMus Music Education,南安普顿大学音乐教育硕士,/majr_72366,QS排名：78,社科 其他社科
MMus Music Musicology,南安普顿大学音乐学硕士,/majr_72367,QS排名：78,社科 其他社科
MMus Music Performance,南安普顿大学音乐表演硕士,/majr_72368,QS排名：78,社科 其他社科
MS in Computational Finance and Risk Management,华盛顿大学计算金融与风险管理硕士,/majr_65690,QS排名：80,商科 金工金数
MS in Business Analytics,华盛顿大学商业分析硕士,/majr_65533,QS排名：80,商科 商业分析
Master in Education,华盛顿大学教育学硕士,/majr_71683,QS排名：80,社科 教育
MA for Teachers (of English to Speakers of Other Languages),华盛顿大学对外英语教育学硕士,/majr_71696,QS排名：80,社科 教育
Master of Science in Mechanical Engineering,华盛顿大学机械工程理学硕士,/majr_71857,QS排名：80,工科 机械工程
Master of Education in Education Policy (MEP）,华盛顿大学教育政策硕士,/majr_72132,QS排名：80,社科 教育
M.S.in Materials Science and Engineering,华盛顿大学材料科学与工程理学硕士,/majr_71913,QS排名：80,工科 材料
MS in Chemical Engineering,华盛顿大学化学工程理学硕士,/majr_71805,QS排名：80,工科 化工
MS in Bioengineering,华盛顿大学生物工程理学硕士,/majr_71764,QS排名：80,工科 生物工程
MS in Applied Bioengineering,华盛顿大学应用生物工程理学硕士,/majr_71765,QS排名：80,工科 生物工程
MASTER OF SCIENCE IN INFORMATION MANAGEMENT,华盛顿大学信息管理硕士,/majr_65557,QS排名：80,商科 信息系统
Master of Science in Information Systems,华盛顿大学信息系统硕士,/majr_65558,QS排名：80,商科 信息系统
MS Civil Engineering,华盛顿大学土木工程理学硕士,/majr_71981,QS排名：80,工科 土木工程
M.S.in Civil and Environmental Engineering,华盛顿大学土木与环境工程理学硕士,/majr_71958,QS排名：80,工科 环境工程
Master of Public Administration,华盛顿大学公共行政管理硕士,/majr_72106,QS排名：80,社科 公共政策与事务
Master of Communication in Digital Media,华盛顿大学数字媒体传播硕士,/majr_71667,QS排名：80,社科 传播
MS in Data Science,华盛顿大学数据科学硕士,/majr_65746,QS排名：80,理科 数据科学
M.S. in Biostatistics(Thesis),华盛顿大学生物统计学理学硕士（论文）,/majr_71743,QS排名：80,理科 数学
MSc Financial Modelling & Investment,格拉斯哥大学金融建模与投资理学硕士,/majr_52378,QS排名：81,商科 金工金数
MSc Quantitative Finance,格拉斯哥大学定量金融学理学硕士,/majr_52407,QS排名：81,商科 金工金数
MSc Financial Technology,格拉斯哥大学金融科技理学硕士,/majr_62345,QS排名：81,商科 金工金数
MSc Data Analytics for Economics & Finance,格拉斯哥大学经济学和金融学数据分析硕士,/majr_64393,QS排名：81,商科 金工金数
MFin International Finance,格拉斯哥大学国际金融硕士,/majr_52374,QS排名：81,商科 金融
Msc Finance & Management,格拉斯哥大学金融和管理理学硕士,/majr_52386,QS排名：81,商科 金融
MSc Financial Risk Management,格拉斯哥大学金融风险管理理学硕士,/majr_52390,QS排名：81,商科 金融
MSc International Corporate Finance & Banking,格拉斯哥大学国际企业金融与银行理学硕士,/majr_52398,QS排名：81,商科 金融
MSc International Financial Analysis,格拉斯哥大学国际金融分析理学硕士,/majr_52399,QS排名：81,商科 金融
MSc Investment Banking & Finance,格拉斯哥大学投资银行及金融理学硕士,/majr_52401,QS排名：81,商科 金融
MSc Management with International Finance,格拉斯哥大学国际金融管理理学硕士,/majr_52406,QS排名：81,商科 金融
MSc Computing Science,格拉斯哥大学计算机科学理学硕士,/majr_52410,QS排名：81,工科 计算机
MSc Information Technology,格拉斯哥大学信息技术理学硕士,/majr_52413,QS排名：81,工科 计算机
MSc Software Development,格拉斯哥大学软件开发理学硕士,/majr_52414,QS排名：81,工科 计算机
MSc Computer Systems Engineering ,格拉斯哥大学计算机系统工程理学硕士,/majr_52435,QS排名：81,工科 计算机
MSc Robotics & AI,格拉斯哥大学机器人与人工智能理学硕士,/majr_66188,QS排名：81,工科 计算机
MSc Advanced Imaging & Sensing,格拉斯哥大学高级成像与传感理学硕士,/majr_72229,QS排名：81,工科 计算机
MSc Development Studies,格拉斯哥大学发展研究理学硕士,/majr_52381,QS排名：81,商科 经济
MSc Economic Development (with Finance & Policy Pathways),格拉斯哥大学经济发展（金融与政策）理学硕士,/majr_52382,QS排名：81,商科 经济
"MSc Economics, International Banking & Finance",格拉斯哥大学经济、国际银行与金融理学硕士,/majr_52383,QS排名：81,商科 经济
MSc Financial Economics,格拉斯哥大学金融经济学理学硕士,/majr_52387,QS排名：81,商科 经济
MSc Global Economy ,格拉斯哥大学全球经济理学硕士,/majr_52488,QS排名：81,商科 经济
MAcc International Accounting & Financial Management,格拉斯哥大学国际会计与财务管理会计硕士,/majr_52377,QS排名：81,商科 会计
MSc Corporate Governance & Accountability,格拉斯哥大学企业管治和问责理学硕士,/majr_52380,QS排名：81,商科 会计
MSc Electronics & Electrical Engineering ,格拉斯哥大学电子电气工程理学硕士,/majr_52436,QS排名：81,工科 电气电子
MSc Electronics & Electrical Engineering & Management ,格拉斯哥大学电子电气工程管理理学硕士,/majr_52437,QS排名：81,工科 电气电子
MSc Sensor & Imaging Systems ,格拉斯哥大学传感器和成像系统理学硕士,/majr_52477,QS排名：81,工科 电气电子
MSc Electronics & Photonics Manufacturing ,格拉斯哥大学电子与光电子制造理学硕士,/majr_61752,QS排名：81,工科 电气电子
"MEdInclusive Education: Rearch, Policy & Practice ",格拉斯哥大学全纳教育：研究、政策和实践教育学硕士,/majr_52418,QS排名：81,社科 教育
MEd TESOL: Teaching of English to Speakers of Other Language ,格拉斯哥大学对外英语教学教育学硕士,/majr_52419,QS排名：81,社科 教育
MEd Children's Literature & Literacies ,格拉斯哥大学儿童文学和文化教育学硕士,/majr_52420,QS排名：81,社科 教育
MEd Educational Studies ,格拉斯哥大学教育研究教育学硕士,/majr_52421,QS排名：81,社科 教育
MSc Psychological Studies (Conversion) ,格拉斯哥大学心理学研究教育学硕士,/majr_52423,QS排名：81,社科 教育
"MSc Education, Public Policy & Equity ",格拉斯哥大学教育、公共政策和平等理学硕士,/majr_52424,QS排名：81,社科 教育
MSc Educational Studies ,格拉斯哥大学教育学研究理学硕士,/majr_52425,QS排名：81,社科 教育
MSc TESOL: Teaching of English to Speakers of Other Languages,格拉斯哥大学对外英语教学理学硕士,/majr_52427,QS排名：81,社科 教育
MSc Mechanical Engineering ,格拉斯哥大学机械工程理学硕士,/majr_52438,QS排名：81,工科 机械工程
MSc Mechanical Engineering & Management ,格拉斯哥大学机械工程管理理学硕士,/majr_52439,QS排名：81,工科 机械工程
MSc Mechatronics ,格拉斯哥大学机械电子学理学硕士,/majr_52440,QS排名：81,工科 机械工程
"MEd Adult Education, Community Development & Youth Work ",格拉斯哥大学成人教育、社区发展和青年工作教育学硕士,/majr_61749,QS排名：81,社科 教育
MSc Museum Education ,格拉斯哥大学博物馆教育理学硕士,/majr_61751,QS排名：81,社科 教育
"MSc Education for Sustainable Futures in Adult, Community & Youth Contexts ",格拉斯哥大学成人、社区与青年可持续未来教育硕士理学硕士,/majr_62693,QS排名：81,社科 教育
MSc Enhanced Practice in Education ,格拉斯哥大学教育加强实践理学硕士,/majr_62698,QS排名：81,社科 教育
MSc Internatinal Strategic Marketing,格拉斯哥大学国际战略营销理学硕士,/majr_52391,QS排名：81,商科 市场营销
MSc Nanoscience & Nanotechnology ,格拉斯哥大学纳米科学与技术理学硕士,/majr_52441,QS排名：81,工科 材料
MSc Advanced Functional Materials ,格拉斯哥大学高级功能材料理学硕士,/majr_52473,QS排名：81,工科 材料
MSc City Planning ,格拉斯哥大学城市规划理学硕士,/majr_52484,QS排名：81,社科 建筑
MSc Housing Studies ,格拉斯哥大学住房研究理学硕士,/majr_66226,QS排名：81,社科 建筑
LLM Corporate & Financial Law ,格拉斯哥大学企业和金融法法学硕士,/majr_52454,QS排名：81,社科 法律
LLM Intellectual Property & the Digital Economy ,格拉斯哥大学知识产权和数字经济法学硕士,/majr_52455,QS排名：81,社科 法律
LLM International Commercial Law ,格拉斯哥大学国际商法法学硕士,/majr_52456,QS排名：81,社科 法律
LLM International Competition Law & Policy ,格拉斯哥大学国际竞争法和政策法学硕士,/majr_52457,QS排名：81,社科 法律
LLM International Economic Law ,格拉斯哥大学国际经济法法学硕士,/majr_52458,QS排名：81,社科 法律
LLM Internationl Law ,格拉斯哥大学国际法法学硕士,/majr_52459,QS排名：81,社科 法律
LLM Internationl Law & Security ,格拉斯哥大学国际法律与安全法学硕士,/majr_52460,QS排名：81,社科 法律
LLM Law ,格拉斯哥大学法学硕士,/majr_52461,QS排名：81,社科 法律
MSc Criminology & Criminal Justice ,格拉斯哥大学犯罪学与刑事司法理学硕士,/majr_52481,QS排名：81,社科 法律
LLM Human Rights,格拉斯哥大学人权法学硕士,/majr_72372,QS排名：81,社科 法律
MSc Biomedical Engineering ,格拉斯哥大学生物医学工程理学硕士,/majr_52432,QS排名：81,工科 生物工程
MSc Biomedical Sciences ,格拉斯哥大学生物医学科学理学硕士,/majr_52462,QS排名：81,工科 生物工程
MSc Sociology ,格拉斯哥大学社会学理学硕士,/majr_52502,QS排名：81,社科 社会学与社工
MSc Global Migrations & Social Justice ,格拉斯哥大学全球移民与社会公正理学硕士,/majr_62700,QS排名：81,社科 社会学与社工
MSc Digital Society,格拉斯哥大学数字社会理学硕士,/majr_65499,QS排名：81,社科 社会学与社工
MSc Civil Engineering ,格拉斯哥大学土木工程理学硕士,/majr_52433,QS排名：81,工科 土木工程
MSc Civil Engineering & Management ,格拉斯哥大学土木工程管理理学硕士,/majr_52434,QS排名：81,工科 土木工程
MSc Structural Engineering ,格拉斯哥大学结构工程理学硕士,/majr_52443,QS排名：81,工科 土木工程
MSc Information Management & Preservation ,格拉斯哥大学信息管理与保存理学硕士,/majr_52448,QS排名：81,商科 信息系统
MSc Global Security ,格拉斯哥大学全球安全理学硕士,/majr_52489,QS排名：81,社科 国际关系
MSc Human Rights & International Politics ,格拉斯哥大学人权与国际政治理学硕士,/majr_52491,QS排名：81,社科 国际关系
MSc International Relations ,格拉斯哥大学国际关系理学硕士,/majr_52492,QS排名：81,社科 国际关系
MSc War Studies ,格拉斯哥大学战争研究理学硕士,/majr_62697,QS排名：81,社科 国际关系
"MSc Russian, East European & Eurasian Studies ",格拉斯哥大学俄罗斯、东欧与欧亚研究理学硕士,/majr_66227,QS排名：81,社科 国际关系
MSc International Business,格拉斯哥大学国际商务理学硕士,/majr_52394,QS排名：81,商科 管理
MSc Internatioanl Management & Design Innovation,格拉斯哥大学国际管理与创新设计理学硕士,/majr_52395,QS排名：81,商科 管理
MSc Management ,格拉斯哥大学管理理学硕士,/majr_52403,QS排名：81,商科 管理
MSc Management with Enterprise & Business Growth,格拉斯哥大学成长性企业管理理学硕士,/majr_52404,QS排名：81,商科 管理
MSc Philosophy of Mind & Psychology ,格拉斯哥大学哲学思维与心理学理学硕士,/majr_62701,QS排名：81,社科 哲学
MSc Philosophy ,格拉斯哥大学哲学理学硕士,/majr_66213,QS排名：81,社科 哲学
MSc Philosophy (Conversion) ,格拉斯哥大学哲学（转换）理学硕士,/majr_66214,QS排名：81,社科 哲学
MSc Management with Human Resources,格拉斯哥大学人力资源管理理学硕士,/majr_52405,QS排名：81,商科 人力资源管理
MSc International Human Resource Management & Development,格拉斯哥大学国际人力资源管理与发展理学硕士,/majr_61744,QS排名：81,商科 人力资源管理
MSc Sustainable Water Environments ,格拉斯哥大学可持续水环境理学硕士,/majr_61755,QS排名：81,工科 环境工程
MSc Environment & Sustainable Development ,格拉斯哥大学环境与可持续发展理学硕士,/majr_62683,QS排名：81,工科 环境工程
MLitt Art History ,格拉斯哥大学艺术史文学硕士,/majr_62692,QS排名：81,社科 历史
MSc History ,格拉斯哥大学历史学理学硕士,/majr_62696,QS排名：81,社科 历史
MSc Environmental Risk Management ,格拉斯哥大学环境风险管理理学硕士,/majr_65497,QS排名：81,工科 环境工程
MSc Environmental Futures: Sustainable Systems ,格拉斯哥大学环境未来：可持续系统理学硕士,/majr_65498,QS排名：81,工科 环境工程
MSc Ancient Cultures ,格拉斯哥大学古代文化理学硕士,/majr_66203,QS排名：81,社科 历史
MSc Archaeology ,格拉斯哥大学考古学理学硕士,/majr_66204,QS排名：81,社科 历史
MSc Classics & Ancient History ,格拉斯哥大学古典文学与古代史理学硕士,/majr_66205,QS排名：81,社科 历史
MSc Conflict Archaeology & Heritage ,格拉斯哥大学冲突考古学与遗产理学硕士,/majr_66206,QS排名：81,社科 历史
MSc Early Modern History ,格拉斯哥大学早期近代史理学硕士,/majr_66207,QS排名：81,社科 历史
MSc Gender History ,格拉斯哥大学性别历史理学硕士,/majr_66208,QS排名：81,社科 历史
MSc Global History ,格拉斯哥大学全球历史理学硕士,/majr_66209,QS排名：81,社科 历史
MSc Medieval History ,格拉斯哥大学中世纪历史理学硕士,/majr_66211,QS排名：81,社科 历史
MSc Modern History ,格拉斯哥大学近代史理学硕士,/majr_66212,QS排名：81,社科 历史
MSc Scottish History ,格拉斯哥大学苏格兰历史理学硕士,/majr_66215,QS排名：81,社科 历史
Msc City Planning & Real Estate Development ,格拉斯哥大学城市规划及房地产开发理学硕士,/majr_52485,QS排名：81,商科 房地产
MSc Public Policy & Management ,格拉斯哥大学公共政策管理理学硕士,/majr_52499,QS排名：81,社科 公共政策与事务
MSc Real Estate ,格拉斯哥大学房地产理学硕士,/majr_52500,QS排名：81,商科 房地产
MSc Management & Sustainable Tourism,格拉斯哥大学管理与可持续旅游理学硕士,/majr_61745,QS排名：81,商科 旅游酒店管理
MSc Tourism Development & Culture ,格拉斯哥大学旅游开发与文化理学硕士,/majr_61757,QS排名：81,商科 旅游酒店管理
MSc Sustainable Tourism & Global Challenges (Dumfries Campus),格拉斯哥大学可持续旅游与全球挑战理学硕士（邓弗里斯校区）,/majr_71528,QS排名：81,商科 旅游酒店管理
MSc Sustainable Energy ,格拉斯哥大学可持续能源理学硕士,/majr_52444,QS排名：81,工科 能源
Master of Business Administration,格拉斯哥大学工商管理硕士,/majr_62684,QS排名：81,商科 工商管理
MSc Aerospace Engineering & Management ,格拉斯哥大学航空航天工程管理理学硕士,/majr_52430,QS排名：81,工科 航空工程
MSc Geoinformation Technology & Cartography ,格拉斯哥大学地理信息技术与制图学理学硕士,/majr_52445,QS排名：81,工科 地球科学
MSc Geomatics & Management ,格拉斯哥大学测绘学与管理理学硕士,/majr_52446,QS排名：81,工科 地球科学
MSc Geospatial & Mapping Sciences ,格拉斯哥大学地理空间与测绘研究理学硕士,/majr_52447,QS排名：81,工科 地球科学
MSc Land & Hydrographic Surveying ,格拉斯哥大学土地与水道测量理学硕士,/majr_61754,QS排名：81,工科 地球科学
MSc Aerospace Engineering ,格拉斯哥大学航空工程理学硕士,/majr_62694,QS排名：81,工科 航空工程
MSc Land & Hydrographic Surveying with Work Placement ,格拉斯哥大学土地与水道测量的工作安置理学硕士,/majr_62695,QS排名：81,工科 地球科学
"MSc Earth Futures: Environments, Communities, Relationships ",格拉斯哥大学地球未来（环境、社区、关系）理学硕士,/majr_66202,QS排名：81,工科 地球科学
MSc Urban Transport ,格拉斯哥大学城市交通理学硕士,/majr_52503,QS排名：81,工科 交通运输
MSc Global Health ,格拉斯哥大学全球健康理学硕士,/majr_61761,QS排名：81,社科 公共卫生
MPH Public Health ,格拉斯哥大学公共健康学硕士,/majr_61762,QS排名：81,社科 公共卫生
MPH Public Health (Data Science) ,格拉斯哥大学公共健康学硕士（数据科学）,/majr_66244,QS排名：81,社科 公共卫生
MPH Public Health (Epidemiology) ,格拉斯哥大学公共健康学硕士（流行病学）,/majr_66245,QS排名：81,社科 公共卫生
MPH Public Health (Health Economics) ,格拉斯哥大学公共健康学硕士（健康经济学）,/majr_66246,QS排名：81,社科 公共卫生
MPH Public Health (Health Promotion) ,格拉斯哥大学公共健康学硕士（健康促进）,/majr_66247,QS排名：81,社科 公共卫生
MSc Psychological Science (Conversion) ,格拉斯哥大学心理学理学硕士,/majr_52479,QS排名：81,社科 心理学
MSc Rearch Methods of Pyschological Science ,格拉斯哥大学心理学研究方法理学硕士,/majr_52480,QS排名：81,社科 心理学
MSc(MedSci) Applied Neuropsychology ,格拉斯哥大学应用神经心理学理学硕士,/majr_66229,QS排名：81,社科 心理学
MSc Global Mental Health ,格拉斯哥大学全球心理健康理学硕士,/majr_66240,QS排名：81,社科 心理学
MSc Global Mental Health with specialism in Health Promotion ,格拉斯哥大学全球心理健康理学硕士（健康促进）,/majr_66241,QS排名：81,社科 心理学
MSc Global Mental Health with specialism in Health Technology Assessment ,格拉斯哥大学全球心理健康理学硕士（卫生技术评估）,/majr_66242,QS排名：81,社科 心理学
MSc Global Mental Health with specialism in Research Methods ,格拉斯哥大学全球心理健康理学硕士（研究方法）,/majr_66243,QS排名：81,社科 心理学
MSc Food Security ,格拉斯哥大学食品安全理学硕士,/majr_61760,QS排名：81,工科 食品科学
MSc Oral Sciences ,格拉斯哥大学口腔科学理学硕士,/majr_66187,QS排名：81,社科 医学
MSc Critical Care ,格拉斯哥大学急救护理理学硕士,/majr_66218,QS排名：81,社科 医学
MSc(MedSci) Advanced Practice in Health Care ,格拉斯哥大学医疗保健高级实践理学硕士,/majr_66220,QS排名：81,社科 医学
MSc(MedSci) Human Nutrition ,格拉斯哥大学人类营养学理学硕士,/majr_66221,QS排名：81,社科 医学
MSc(MedSci) Medical Genetics & Genomics,格拉斯哥大学医学遗传学与基因组学理学硕士,/majr_66222,QS排名：81,社科 医学
MSc Medical Physics ,格拉斯哥大学医学物理学理学硕士,/majr_66223,QS排名：81,社科 医学
MSc Advanced Nursing Science ,格拉斯哥大学高级护理科学理学硕士,/majr_66224,QS排名：81,社科 医学
MSc Cancer Research & Precision Oncology ,格拉斯哥大学癌症研究与精准肿瘤学理学硕士,/majr_66230,QS排名：81,社科 医学
MSc(MedSci) Cardiovascular Sciences ,格拉斯哥大学心血管科学理学硕士,/majr_66231,QS排名：81,社科 医学
MSc(MedSci) Clinical Pharmacology ,格拉斯哥大学临床药理学理学硕士,/majr_66233,QS排名：81,社科 医学
MSc Epidemiology of Infectious Diseases & Antimicrobial Resistance ,格拉斯哥大学传染病流行病学与抗菌素耐药性理学硕士,/majr_66235,QS排名：81,社科 医学
MSc Precision Medicine (with specialisms) ,格拉斯哥大学精准医学理学硕士(含专业分支),/majr_66236,QS排名：81,社科 医学
MSc Sport & Exercise Science & Medicine ,格拉斯哥大学体育与运动科学与医学理学硕士,/majr_66237,QS排名：81,社科 医学
MSc Immunology & Inflammatory Disease ,格拉斯哥大学免疫学与炎性疾病理学硕士,/majr_66248,QS排名：81,社科 医学
MSc Infection Biology (with specialisms) ,格拉斯哥大学感染生物学理学硕士（含专业分支）,/majr_66249,QS排名：81,社科 医学
MSc Stem Cell Engineering for Regenerative Medicine ,格拉斯哥大学干细胞工程再生医学理学硕士,/majr_66250,QS排名：81,社科 医学
MSc Translation Studies ,格拉斯哥大学翻译研究理学硕士,/majr_52470,QS排名：81,社科 语言
"MSc Speech, Language & Sociolinguistics ",格拉斯哥大学演讲、语言与社会语言学理学硕士,/majr_61747,QS排名：81,社科 语言
MSc Applied Linguistics ,格拉斯哥大学应用语言学理学硕士,/majr_62685,QS排名：81,社科 语言
MSc English Language & Linguistics ,格拉斯哥大学英语语言及语言学理学硕士,/majr_62687,QS排名：81,社科 语言
MSc Media Management ,格拉斯哥大学媒体管理理学硕士,/majr_52417,QS排名：81,社科 传播
MSc Political Communication ,格拉斯哥大学政治传播学理学硕士,/majr_52497,QS排名：81,社科 传播
MSc Chemistry ,格拉斯哥大学化学理学硕士,/majr_52408,QS排名：81,理科 化学
MSc Chemistry with Medicinal Chemistry ,格拉斯哥大学化学与药物化学理学硕士,/majr_52409,QS排名：81,理科 化学
MSc Data Science,格拉斯哥大学数据科学理学硕士,/majr_52411,QS排名：81,理科 数据科学
MSc Product Design Engineering ,格拉斯哥大学产品设计工程理学硕士,/majr_52442,QS排名：81,工科 其他工科
MSc Museum Studies ,格拉斯哥大学博物馆研究理学硕士,/majr_52449,QS排名：81,社科 其他社科
MSc Mathematics / Applied Mathematics,格拉斯哥大学数学/应用数学理学硕士,/majr_52465,QS排名：81,理科 数学
MSc Statistics ,格拉斯哥大学统计学理学硕士,/majr_52467,QS排名：81,理科 数学
MSc Astrophysics ,格拉斯哥大学天体物理学理学硕士,/majr_52471,QS排名：81,理科 物理
MSc Nuclear & Environmental Physics ,格拉斯哥大学核能与环境物理理学硕士,/majr_52472,QS排名：81,理科 物理
MSc Theoretical Physics ,格拉斯哥大学理论物理学理学硕士,/majr_52478,QS排名：81,理科 物理
"MSc Media, Communications & International Journalism ",格拉斯哥大学媒体、传播和国际新闻理学硕士,/majr_52496,QS排名：81,社科 新闻
MSc Biotechnology & Management ,格拉斯哥大学生物技术管理理学硕士,/majr_61743,QS排名：81,理科 生物
MSc Creative Industries & Cultural Policy ,格拉斯哥大学创意产业和文化政策理学硕士,/majr_61748,QS排名：81,社科 文化
MSc Quantum Technology ,格拉斯哥大学量子技术理学硕士,/majr_61753,QS排名：81,理科 物理
MSc Bioinformatics ,格拉斯哥大学生物信息学理学硕士,/majr_61758,QS排名：81,理科 生物
MSc Biotechnology ,格拉斯哥大学生物技术理学硕士,/majr_61759,QS排名：81,理科 生物
"MSc Quantitative Methods in Biodiversity, Conservation & Epidemiology ",格拉斯哥大学生物多样性、保护和流行病学定量方法理学硕士,/majr_61763,QS排名：81,理科 生物
MSc Data Analytics ,格拉斯哥大学数据分析理学硕士,/majr_61764,QS排名：81,理科 数学
MSc Urban Analytics ,格拉斯哥大学城市分析理学硕士,/majr_61766,QS排名：81,社科 其他社科
MLitt English Literature ,格拉斯哥大学英语文学文学硕士,/majr_62686,QS排名：81,社科 文化
MLitt Creative Writing ,格拉斯哥大学创意写作文学硕士,/majr_62688,QS排名：81,社科 文化
MSc Filmmaking & Media Arts ,格拉斯哥大学电影制作与媒体艺术理学硕士,/majr_62689,QS排名：81,社科 影视
MSc Film Curation ,格拉斯哥大学电影策展理学硕士,/majr_62690,QS排名：81,社科 影视
MLitt Film & Television Studies ,格拉斯哥大学影视研究文学硕士,/majr_62691,QS排名：81,社科 影视
MSc Brain Sciences ,格拉斯哥大学大脑科学理学硕士,/majr_62702,QS排名：81,社科 其他社科
"environment, culture & communication, MLitt ",格拉斯哥大学文化，环境与沟通硕士,/majr_62995,QS排名：81,社科 其他社科
"MSc Media, Culture & Society ",格拉斯哥大学媒体、文化与社会理学硕士,/majr_65488,QS排名：81,社科 文化
MSc Music Industries ,格拉斯哥大学音乐产业理学硕士,/majr_65823,QS排名：81,社科 其他社科
