school,applicant
香港城市大学专业会计与企业管治硕士,"辽宁大学, 国际经济与贸易, 大四，GPA87.6"
香港中文大学金融科技理学硕士,"浙江大学, 机械电子工程-自动化控制, 大四，GPA3.5，雅思6.5"
香港理工大学商业管理硕士,"天津工业大学, 信息管理与信息系统（中外合作）, 大四，GPA86.25，雅思6.5"
香港中文大学商业分析硕士,"西南财经大学, 金融智能与信息管理, 已毕业，GPA3.7，雅思7.0，GMAT690"
香港理工大学金融硕士（投资管理）硕士,"深圳大学, 金融学, 大四，GPA83.8，雅思7"
香港中文大学资讯与科技管理硕士,"中山大学, 心理学, 大四，GPA88，雅思7.5，GMAT700"
香港中文大学资讯与科技管理硕士,"南昌大学, 会计学, 已毕业，GPA87.81，雅思7.0，GRE321"
香港浸会大学应用经济学硕士,"铜陵学院, 国际经济与贸易, 大四，GPA85.78，雅思7.5"
香港中文大学商业分析硕士,"香港浸会大学, 金融辅修统计, 大四，GPA3.32，GMAT680"
香港科技大学全球运营硕士,"香港理工大学, 全球供应链管理, 大四，GPA77.75，雅思7，GMAT730"
香港浸会大学金融理学硕士（金融科技与金融分析）硕士,"常熟理工学院, 金融工程, 大四，GPA85.71，雅思6.5"
香港中文大学资讯与科技管理硕士,"大连理工大学, 建筑学, 大四，GPA88.9，雅思7.5，GRE318"
香港中文大学商业分析硕士,"东北大学, 工业工程, 已毕业，GPA85，雅思7，GRE328"
香港中文大学资讯与科技管理硕士,"东北大学, 工业工程, 已毕业，GPA85，雅思7，GRE328"
香港中文大学金融科技理学硕士,"西南财经大学, 工商管理+金融（辅修）+北大两年软件工程, 毕业半年，GPA3.7，托福97，GRE320"
香港科技大学金融科技理学硕士,"西南财经大学, 工商管理+金融（辅修）+北大两年软件工程, 毕业半年，GPA3.7，托福97，GRE320"
香港城市大学专业会计与企业管治硕士,"武汉大学, 生物制药/会计学, 大四，GPA3.5，雅思6.5"
香港理工大学中国商贸管理硕士,"广东财经大学, 国际商务, 大四，GPA3.21，雅思7.0"
香港理工大学商业管理硕士,"广东金融学院, 财政学, 大四，GPA3.48，雅思6.5"
香港中文大学金融科技理学硕士,"南京大学, 金融工程，二专计算机, 大四，GPA87.2，雅思7"
香港中文大学金融科技理学硕士,"暨南大学, 经济统计, 大四，GPA82，雅思7.0"
香港中文大学商业分析硕士,"西南财经大学, 工商管理+金融（辅修）+北大两年软件工程, 毕业半年，GPA3.7，托福97，GRE320"
香港理工大学供应链物流管理硕士,"上海海事大学, 交通管理（国际航运管理，新国航）&英语, 大四，GPA3.4，雅思7.5"
香港科技大学金融数学硕士,"中国人民大学, 金融, 大四，GPA3.68，雅思6.5"
香港浸会大学商业管理硕士,"北京联合大学, 通信工程, 大四，GPA2.81，雅思6.5"
香港浸会大学金融理学硕士（金融科技与金融分析）硕士,"北京联合大学, 通信工程, 大四，GPA2.81，雅思6.5"
香港科技大学经济学硕士,"复旦大学, 经济系, 大四，GPA3.41，雅思7.5"
香港城市大学商业及数据分析理学硕士（商业定量分析方向）硕士,"深圳大学, 金融学, 大四，GPA83.3，雅思6.5"
香港城市大学金融数学与统计硕士,"北京师范大学-香港浸会大学联合国际学院, 金融数学, 大四，GPA3.58，雅思7.0"
香港浸会大学商业管理硕士,"铜陵学院, 国际经济与贸易, 大四，GPA85.78，雅思7.5"
香港城市大学营运与供应链管理硕士,"上海海事大学, 交通管理（国际航运管理，新国航）&英语, 大四，GPA3.4，雅思7.5"
香港理工大学商业管理硕士,"暨南大学, 经济统计, 大四，GPA82，雅思7.0"
香港浸会大学会计硕士,"东莞理工学院, 会计学（卓越计划班）, 大四，GPA86，雅思6.5"
香港浸会大学会计硕士,"上海政法学院, 审计, 大四，GPA3.34，雅思7"
香港城市大学国际会计学硕士,"华侨大学, 会计, 大四，GPA92.9，雅思7.5，GMAT710"
香港城市大学商业及数据分析理学硕士（信息系统管理方向）硕士,"大连理工大学, 建筑学, 大五，GPA88.9，雅思7.5，GRE318"
香港城市大学商业及数据分析理学硕士（信息系统管理方向）硕士,"暨南大学, 经济统计, 大四，GPA82，雅思7.0"
香港城市大学商业及数据分析理学硕士（商业定量分析方向）硕士,"上海大学, 金融, 大四，GPA84.5，雅思7.0"
香港理工大学国际旅游及会展管理硕士,"南开大学, 旅游管理, 大四，GPA80.93，雅思6.5"
香港中文大学市场营销硕士,"南昌大学, 会计学, 已毕业，GPA87.81，雅思7.0，GRE321"
香港城市大学商业及数据分析理学硕士（商业定量分析方向）硕士,"郑州大学, 金融数学, 大四，GPA84.75，雅思7，GMAT660"
香港科技大学经济学硕士,"武汉理工大学, 数理金融, 大四，GPA3.75，雅思6.5"
香港城市大学市场营销学硕士,"北京工业大学, 管理, 大四，GPA3.78"
香港理工大学科技应用数学（精算及投资科学）硕士,"北京化工大学, 数学类（信息与计算科学）, 大四，GPA3，雅思6.0"
香港岭南大学国际与发展经济学硕士,"铜陵学院, 国际经济与贸易, 大四，GPA85.78，雅思7.5"
香港科技大学信息系统管理硕士,"大连理工大学, 建筑学, 大四，GPA88.9，雅思7.5，GRE318"
香港科技大学技术领导力和创业硕士,"南京农业大学, 金融学, 大四，GPA88，雅思6.5"
香港科技大学经济学硕士,"复旦大学, 公共事业管理, 1年工作经验，GPA3.53，雅思7.0，GMAT710"
香港中文大学经济学硕士,"厦门大学, 会计学, 大四，GPA87.33，雅思7.0"
香港中文大学经济学硕士,"中山大学, 心理学, 大四，GPA88，雅思7.5，GMAT700"
香港中文大学经济学硕士,"上海财经大学, 会计学, 大四，GPA85.26，雅思6.5"
香港中文大学经济学硕士,"西安交通大学, 会计学, 3年工作经验，GPA84.5，雅思7，GMAT730"
香港中文大学经济学硕士,"澳门科技大学, 会计, 大四，GPA88.4，雅思7.0"
香港科技大学会计学硕士,"中国人民大学, 金融系, 大四，GPA3.46，雅思7，GMAT700"
香港大学商业分析硕士,"南京大学, 经济学(产业经济方向）, 大四，GPA4.15，雅思7"
香港大学会计学硕士,"厦门大学, 会计, 大四，GPA86.08，雅思8，GMAT700"
香港大学金融学硕士,"北京理工大学, 会计学, 大四，GPA90.49，雅思7.5，GMAT730"
香港大学会计学硕士,"北京理工大学, 会计学, 大四，GPA90.49，雅思7.5，GMAT730"
香港大学商业分析硕士,"北京理工大学, 会计学, 大四，GPA90.49，雅思7.5，GMAT730"
香港大学会计学硕士,"麦克马斯特大学, 会计, 大四，GPA90，GMAT660"
香港大学金融学硕士,"中国人民大学, 金融, 大四，GPA3.68，雅思6.5"
香港大学金融学硕士,"武汉大学, 金融, 已毕业，GPA3.76，托福100，GMAT710"
香港大学商业分析硕士,"南京大学, 金融工程, 大四，GPA89，雅思6.5"
香港大学市场营销硕士,"香港中文大学（深圳）, 翻译, 大四，GPA3.46，雅思7.5"
香港大学商业分析硕士,"南开大学, 统计学, 大四，GPA83，雅思6.5"
香港大学经济学硕士,"中国人民大学, 金融系, 大四，GPA3.46，雅思7，GMAT700"
香港大学经济学硕士,"中国人民大学, 会计学, 大四，GPA3.81，雅思7"
香港大学全球管理硕士,"东北财经大学, 酒店管理, 3年工作经验，GPA81.31，雅思7.5，GMAT660"
香港大学市场营销硕士,"山东大学（威海）, 新闻学, 大四，GPA89.7，托福99"
香港中文大学会计学（CUHKSZ）硕士,"东北师范大学, 供应链管理, 大四，GPA90.44，雅思7.5"
香港大学全球管理硕士,"同济大学, 工商管理, 大四，GPA92.5，雅思7.5"
香港大学金融学硕士,"同济大学, 工商管理, 大四，GPA92.5，雅思7.5"
香港大学会计学硕士,"暨南大学, 财务管理, 大四，GPA89.1，雅思6.5，GMAT670"
香港大学会计学硕士,"厦门大学, 会计学, 大四，GPA87.33，雅思7.0"
香港大学会计学硕士,"厦门大学, 会计, 大四，GPA85.98，雅思7.5"
香港大学经济学硕士,"同济大学, 工商管理, 大四，GPA92.5，雅思7.5"
香港大学经济学硕士,"上海外国语大学, 金融学, 大四，GPA85.6，雅思7.0"
香港中文大学商业分析硕士,"中国人民大学, 金融系, 大四，GPA3.46，雅思7，GMAT700"
香港大学商业分析硕士,"中国人民大学, 金融, 大四，GPA3.68，雅思6.5"
香港大学会计学硕士,"澳门科技大学, 会计, 大四，GPA88.4，雅思7.0"
香港大学商业分析硕士,"华东师范大学, 通信工程, 大四，GPA3.21，雅思7.5"
香港浸会大学商业管理硕士,"上海政法学院, 审计, 大四，GPA3.34，雅思7"
香港中文大学房地产硕士,"吉林大学, 金融学, 大四，GPA88.28，雅思7，GMAT660"
香港中文大学会计学,"西南财经大学, 财务管理（双语实验班）, 大四，GPA3.3，雅思7.5，GMAT740"
香港大学经济学硕士,"复旦大学, 公共事业管理, 1年工作经验，GPA3.53，雅思7.0，GMAT710"
香港中文大学房地产硕士,"南昌大学, 会计学, 已毕业，GPA87.81，雅思7.0，GRE321"
香港中文大学市场营销硕士,"深圳大学, 金融学, 大四，GPA3.32，雅思7.0，GMAT640"
香港中文大学管理学硕士,"中央财经大学, 财务管理, 已毕业，GPA81.69，雅思6.5，GMAT690"
香港中文大学房地产硕士,"东北财经大学, 酒店管理, 3年工作经验，GPA81.31，雅思7.5，GMAT660"
香港理工大学国际酒店管理硕士,"东北财经大学, 酒店管理, 三年工作经验，GPA81.31，雅思7.5，GMAT660"
香港科技大学会计学硕士,"麦克马斯特大学, 会计, 大四，GPA90，GMAT660"
香港理工大学专业会计硕士,"广东财经大学, 会计学（ACCA）, 大四，GPA3.27，雅思6"
香港城市大学商业及数据分析理学硕士（信息系统管理方向）硕士,"上海财经大学, 信息管理与信息系统, 大四，GPA3.25，雅思7.0"
香港城市大学商业及数据分析理学硕士（信息系统管理方向）硕士,"中南财经政法大学, 管理科学, 已毕业，GPA85，雅思6.5"
香港理工大学科技应用数学（精算及投资科学）硕士,"南昌大学, 数学与应用数学(金融数学), 已毕业，GPA79.09，雅思6.5"
香港城市大学商业及数据分析理学硕士（信息系统管理方向）硕士,"中南财经政法大学, 商务英语，二专业金融, 大四，GPA3.6"
香港中文大学商业分析硕士,"中南财经政法大学, 农林经济管理, 大四，GPA85.67，托福99，GMAT710"
香港大学经济学硕士,"中南财经政法大学, 经济, 大四，GPA87.16"
香港理工大学国际旅游及会展管理硕士,"安徽大学, 旅游管理, 大四，GPA3.04，雅思6.5"
香港大学经济学硕士,"西安交通大学, 金融学, 2019年毕业生，GPA87.24，托福95"
香港大学经济学硕士,"中南财经政法大学, 国际经济与贸易, 大四，GPA84.71，托福94"
香港大学商业分析硕士,"华东理工大学, 工程管理, 已毕业，GPA85，雅思7，GMAT640"
香港中文大学金融学（CUHKSZ）硕士,"暨南大学, 会计学, 工作6年，GPA3.49，雅思6.5"
香港城市大学应用经济学硕士,"江苏大学, 金融, 大四，GPA84.1"
香港城市大学商业及数据分析理学硕士（商业定量分析方向）,"中南财经政法大学, 经济学, 工作2年，GPA3.39，雅思6.5"
香港大学会计学硕士,"东北师范大学, 会计学, 大四，GPA87.65，雅思6.5"
香港城市大学金融数学与统计硕士,"武汉大学, 数理金融, 已毕业，GPA3.14"
香港城市大学商务资讯系统（有IT背景）硕士,"上海财经大学, 信息管理与信息系统, 大四，GPA3.25，雅思7.0"
香港城市大学应用经济学硕士,"四川农业大学, 金融学, 大四，GPA88.3，雅思6.5"
香港城市大学商务资讯系统（无IT背景）硕士,"四川农业大学, 金融学, 大四，GPA88.3，雅思6.5"
香港城市大学组织管理硕士,"山东大学, 人力资源管理专业, 2年工作经验，GPA82.6"
香港城市大学国际会计学硕士,"西北大学, 会计学, 已毕业，GPA85.3，雅思6.5，GMAT620"
香港中文大学金融科技理学硕士,"上海财经大学, 信息管理与信息系统, 大四，GPA3.25，雅思7.0"
香港城市大学商务资讯系统（有IT背景）硕士,"天津工业大学, 信息管理与信息系统(中外合作), 大四，GPA86.53，雅思7"
香港大学商业分析硕士,"中山大学, 金融学, 大四，GPA3.5，雅思6.5，GMAT710"
香港城市大学金融学硕士,"郑州大学, 金融学, 已毕业，GPA3.05/4.0，托福82"
香港城市大学商务资讯系统（无IT背景）硕士,"中南财经政法大学, 商务英语，二专业金融, 大四，GPA3.6"
香港城市大学应用经济学硕士,"上海大学, 金融学, 大四，GPA3.31/4.0，雅思7，GMAT650"
香港中文大学商业分析硕士,"大连理工大学, 工商管理, 已毕业，GPA83，雅思7.0"
香港大学金融学硕士,"中山大学, 金融, 大四，GPA3.8，托福95，GRE319"
香港中文大学金融科技理学硕士,"西南财经大学, 信息管理与信息系统, 工作三年，GPA80.54，雅思6.5"
香港大学金融学硕士,"武汉大学, 金融工程, 大四，GPA88，托福99，GRE321"
香港大学商业分析硕士,"伊利诺伊大学香槟分校, 数学, 四年工作经验，GPA3.15"
香港城市大学应用经济学硕士,"南昌大学, 数学与应用数学(金融数学), 已毕业，GPA79.09，雅思6.5"
香港城市大学应用经济学硕士,"中南财经政法大学, 管理科学, 已毕业，GPA85，雅思6.5"
香港城市大学金融学硕士,"中南财经政法大学, 金融学, 大四，GPA3.4，雅思6.5"
香港城市大学应用经济学硕士,"南京师范大学, 财务管理, 大四，GPA3.52，雅思7.0"
香港城市大学金融学硕士,"上海大学, 金融学, 大四，GPA3.31/4.0，雅思7，GMAT650"
香港城市大学商务资讯系统（有IT背景）硕士,"西北工业大学, 信息管理与信息系统, 大四，GPA85.36，雅思6.5"
香港城市大学金融学硕士,"西北大学, 管理科学与工程, 大四，GPA2.98，雅思6.5，GMAT700"
香港城市大学营运与供应链管理硕士,"西北大学, 管理科学与工程, 大四，GPA2.98，雅思6.5，GMAT700"
香港城市大学商务资讯系统（无IT背景）硕士,"山东大学, 人力资源管理专业, 2年工作经验，GPA82.6"
香港城市大学金融工程硕士,"伊利诺伊大学香槟分校, 数学, 四年工作经验，GPA3.15"
香港大学全球管理硕士,"中山大学, 会展经济与管理, 大四，GPA3.1，雅思7.5"
香港城市大学国际会计学硕士,"山东大学（威海）, 会计学, 大四，GPA3.64，雅思7.0"
香港大学经济学硕士,"伊利诺伊大学香槟分校, 经济学, 大四，GPA3.63，托福92，GMAT700"
香港科技大学金融数学硕士,"湖南大学, 统计学, 大四，GPA88.9，雅思6.5"
香港城市大学市场营销学硕士,"郑州大学, 金融学, 已毕业，GPA3.05/4.0，托福82"
香港中文大学经济学硕士,"暨南大学, 会计学, 6年工作经验，GPA3.49，雅思6.5"
香港大学经济学硕士,"南京大学, 会计, 大四，GPA4.39，托福98"
香港大学经济学硕士,"中南财经政法大学, 投资学, 大四，GPA89.38，托福99，GRE321+3.5"
香港中文大学商业分析硕士,"东北大学秦皇岛分校, 统计学, 大四，GPA85.4，雅思7，GRE322"
香港中文大学管理学硕士,"中国海洋大学, 金融学, 已毕业，GPA3.2，雅思7"
香港大学经济学硕士,"中山大学, 旅游学院会展经济与管理, 大四，GPA3.5，雅思7"
香港城市大学应用经济学硕士,"重庆大学, 工程管理, 研究生在读，GPA83，雅思6.5"
香港城市大学组织管理硕士,"南京大学, 工商管理, 1年工作经验，GPA4.38，雅思6.5"
香港大学会计学硕士,"南卡罗来纳大学, 会计, 大四，GPA3.72"
香港大学商业分析硕士,"香港中文大学（深圳）, 会计学, 大四，GPA3.73，雅思7.5，GMAT700"
香港大学商业分析硕士,"上海交通大学, 工商管理, 已毕业，GPA80.97，雅思7，GMAT720"
香港大学金融学硕士,"四川大学, 金融双语, 已毕业，GPA87.46，托福92，GRE321"
香港科技大学金融科技理学硕士,"西交利物浦大学, mathematics of finance, 大四，GPA60.77"
香港城市大学环球企业管理硕士,"郑州大学, 应用心理学, 3年工作经验，GPA2.6"
香港科技大学金融数学硕士,"对外经济贸易大学, 精算学, 大四，GPA86.61，雅思7，GMAT700"
香港理工大学商业管理硕士,"华侨大学, 工商管理, 大四，GPA4.4，雅思6.5"
香港浸会大学环球市场管理硕士,"多伦多大学, 经济与传播, 大四，GPA2.56"
香港科技大学经济学硕士,"四川大学, 金融双语, 已毕业，GPA87.46，托福92，GRE321"
香港城市大学商务资讯系统（有IT背景）硕士,"西北工业大学, 信息管理与信息系统, 大四，GPA87，雅思7"
香港大学会计学硕士,"香港中文大学（深圳）, 会计学, 大四，GPA3.4，雅思7"
香港中文大学可持续旅游管理硕士,"北京师范大学, 工商管理（国际商务实践班）, 大四，GPA85.31，雅思6.5"
香港中文大学经济学硕士,"南京师范大学, 财务管理, 大四，GPA3.52，雅思7.0"
香港大学图书馆和信息管理硕士,"苏州大学, 档案, 大四，GPA3.5，雅思7"
香港大学图书馆和信息管理硕士,"香港公开大学, 工商管理, 工作2年，GPA3.3"
香港中文大学经济学硕士,"中国人民大学, 会计学, 已毕业，GPA3.49，雅思6.5"
香港中文大学经济学硕士,"南京师范大学, 会计学, 大四，GPA86.58，雅思6.5，GMAT680"
香港中文大学管理学硕士,"上海对外经贸大学, 国际会计, 大四，GPA87.76，雅思6.5，GMAT680"
香港中文大学经济学硕士,"广西大学, 金融数学, 大四，GPA88.44，雅思7"
香港中文大学经济学硕士,"香港中文大学（深圳）, 经济学, 大四，GPA3.54，雅思7，GRE318"
香港中文大学经济学硕士,"西南财经大学, 金融数学, 大四，GPA3.3，雅思6.5"
香港中文大学会计学硕士,"东北财经大学, 会计学, 大四，GPA93.43，雅思7，GMAT720"
香港中文大学管理学硕士,"中央财经大学, 应用心理学（经济心理学方向）, 大四，GPA89.72，雅思7.5，GMAT660"
香港中文大学经济学硕士,"山东大学, 会计学, 大四，GPA3.64，雅思7.0"
香港城市大学商务资讯系统（有IT背景）硕士,"西南财经大学（211）, 信息管理与信息系统, 工作2年，GPA80.54，雅思6.5"
香港科技大学金融数学硕士,"南京大学, 金融工程, 大四，GPA4.26，雅思7，GMAT690"
香港理工大学会计及金融分析理学硕士,"广东财经大学, 国际会计, 大四，GPA3.27，雅思6"
香港城市大学市场营销学硕士,"南京大学, 工商管理, 工作1年，GPA4.38，雅思6.5"
香港城市大学工商管理硕士,"圣安德鲁斯大学, economics, 5年工作经验，GPA10"
香港科技大学金融数学硕士,"武汉大学, 金融工程, 大四，GPA88，托福99，GRE321"
香港大学全球管理硕士,"华中科技大学, 生物医学工程, 六年工作经验，GPA82，雅思6.5"
香港大学商业分析硕士,"四川大学, 金融, 大四，GPA87.59，雅思7.5，GMAT730"
香港中文大学会计学硕士,"河海大学, 会计学, 大四，GPA88.92，雅思6.5，GMAT660"
香港科技大学信息系统管理硕士,"圣安德鲁斯大学, economics, 五年工作经验，GPA10"
香港科技大学商业分析硕士,"上海交通大学, 工商管理, 已毕业，GPA80.97，雅思7"
香港大学会计学硕士,"西南财经大学, 财务管理（双语实验班）, 大四，GPA89.93，雅思7，GMAT730"
香港理工大学商业管理硕士,"南京财经大学, 市场营销, 2019年应届毕业生，GPA88.05，托福85，GMAT650"
香港大学经济学硕士,"四川大学, 国民经济管理, 大四，GPA87.15，托福93，GMAT720"
香港科技大学金融数学硕士,"对外经济贸易大学, 精算学, 大四，GPA89，雅思7，GRE323"
香港城市大学金融数学与统计硕士,"南昌大学, 数学与应用数学(金融数学), 已毕业，GPA79.09，雅思6.5"
香港大学市场营销硕士,"对外经济贸易大学, 国际经济与贸易, 大四，GPA82，雅思7.5，GRE322"
香港大学市场营销硕士,"格拉斯哥大学, 商业管理和经济学, 大四，GPA15.75"
香港城市大学金融数学与统计硕士,"四川大学, 土木工程（辅修金融）, 毕业1年，GPA84.7，雅思6.0"
香港城市大学金融数学与统计硕士,"西南财经大学, 金融数学, 大四，GPA3.3，雅思6.5"
香港大学金融学硕士,"上海财经大学, 金融学, 大四，GPA82.55，雅思7，GMAT690"
香港大学金融学硕士,"浙江大学, 金融学试验班, 大四，GPA82.46，托福106，GMAT720"
香港大学金融学硕士,"上海交通大学, 会计, 大四，GPA86.47，托福97，GMAT660"
香港中文大学金融科技理学硕士,"中国人民大学, 经济统计, 应届毕业生，GPA3.12，托福82"
香港浸会大学会计硕士,"佩斯大学, 会计学, 已毕业，GPA3.33"
香港理工大学商业管理硕士,"上海海事大学, 物流管理, 大四，GPA3.53，雅思6.5"
香港理工大学商业管理硕士,"澳门科技大学, 葡萄牙语, 大四，GPA3.14，雅思7.0"
香港城市大学专业会计与企业管治硕士,"西南财经大学, 工商管理, 已毕业，GPA82.2，雅思7，GMAT690"
香港科技大学经济学硕士,"厦门大学, 会计学, 大四，GPA85.95，雅思7，GMAT730"
香港科技大学经济学硕士,"南京大学, 财务管理, 大四，GPA89，雅思7，GMAT710"
香港大学会计学硕士,"西南财经大学, 工商管理, 已毕业，GPA82.2，雅思7，GMAT690"
香港科技大学经济学硕士,"武汉理工大学, 会计, 一年工作经验，GPA85.7，雅思7，GMAT710"
香港城市大学商业及数据分析理学硕士（商业定量分析方向）硕士,"大连理工大学, 工商管理, 已毕业，GPA83，雅思7.0"
香港城市大学商业及数据分析理学硕士（信息系统管理方向）硕士,"加州大学洛杉矶分校, 认知科学（心理学分支）, 半年工作经验，GPA2.56"
香港浸会大学资讯科技管理硕士,"上海大学, 土木工程, 应届毕业生，GPA77，雅思6"
香港科技大学经济学硕士,"中山大学, 金融, 大四，GPA3.8，托福95，GRE319"
香港理工大学中国商贸管理硕士,"西交利物浦大学, 经济与金融, 大四，GPA50，雅思6.0"
香港理工大学会计学硕士,"佩斯大学, 会计学, 已毕业，GPA3.33"
香港中文大学会计学硕士,"上海外国语大学, 英语, 大四，GPA3.59，雅思7，GMAT700"
香港理工大学专业会计硕士,"山东财经大学, 会计学, 两年工作经验，GPA85.04，雅思6.5"
香港城市大学国际会计学硕士,"山东财经大学, 会计学, 2年工作经验，GPA85.04，雅思6.5"
香港科技大学经济学硕士,"香港中文大学（深圳）, 经济学, 大四，GPA3.54，雅思7，GRE318"
香港城市大学商业及数据分析理学硕士（信息系统管理方向）硕士,"天津工业大学, 信息管理与信息系统(中外合作), 大四，GPA86.53，雅思7"
香港理工大学金融硕士（投资管理）硕士,"西南财经大学, 金融数学, 大四，GPA3.3，雅思6.5"
香港中文大学会计学硕士,"北京师范大学-香港浸会大学联合国际学院, 经济学, 大四，GPA3.69，雅思7.5，GMAT710"
香港城市大学市场营销学硕士,"西北农林科技大学, 葡萄酒工程, 已毕业，GPA80，雅思6.5"
香港中文大学经济学硕士,"悉尼大学, 经济学, 毕业1年，GPA86.43"
香港城市大学营运与供应链管理硕士,"吉林大学, 物流, 大四，GPA78.54，雅思6.5"
香港城市大学商务资讯系统（无IT背景）硕士,"大连海事大学（211）, 海事管理, 毕业半年，GPA81.4，雅思6.5"
香港理工大学中国商贸管理硕士,"韦仕敦大学, 会计, 大四，GPA72.8"
香港科技大学金融数学硕士,"北京科技大学, 金融工程, 大四，GPA89.5，雅思7.0，GRE321"
香港理工大学中国商贸管理硕士,"澳门科技大学, 葡萄牙语, 大四，GPA3.14，雅思7.0"
香港中文大学金融科技理学硕士,"东北大学秦皇岛分校, 计算机科学与技术, 大四，GPA3.94，雅思6.5"
香港城市大学营运与供应链管理硕士,"海南大学, 交通运输, 大四，GPA3.42，雅思6.5"
香港科技大学全球运营硕士,"格拉斯哥大学, 商业管理和经济学, 大四，GPA15.75"
香港理工大学供应链物流管理硕士,"吉林大学, 物流, 大四，GPA78.54，雅思6.5"
香港中文大学金融学硕士,"上海财经大学, 金融学, 大四，GPA3.23，雅思7.5，GMAT690"
香港中文大学房地产及旅游资产管理硕士,"重庆大学, 财务管理, 1年工作经验，GPA80.5，雅思6.5，GMAT670"
香港城市大学商业及数据分析理学硕士（商业定量分析方向）硕士,"上海大学, 金融学, 大四，GPA3.31/4.0，雅思7，GMAT650"
香港中文大学市场营销硕士,"对外经济贸易大学, 国际经济与贸易, 大四，GPA82，雅思7.5，GRE322"
香港中文大学商业分析硕士,"中南财经政法大学, 投资学, 大四，GPA89.38，托福99，GRE321+3.5"
香港科技大学经济学硕士,"四川大学, 国民经济管理, 大四，GPA87.15，托福93，GMAT720"
香港中文大学经济学硕士,"曼彻斯特大学, Mathematics with Finance, 大三，GPA63.5，GRE309"
香港理工大学国际酒店管理硕士,"中国海洋大学, 旅游管理, 应届毕业生，GPA3.2，雅思6.5"
香港城市大学营运与供应链管理硕士,"西南财经大学, 物流管理, 应届毕业生，GPA82.05"
香港理工大学金融硕士（投资管理）硕士,"西北大学, 管理科学与工程, 大四，GPA2.98，雅思6.5，GMAT700"
香港城市大学市场营销学硕士,"东华大学, 纺织工程, 大四，GPA3.42，托福88"
香港中文大学会计学（CUHKSZ）硕士,"河海大学(常州校区), 会计, 大四，GPA88.92，雅思6.5"
香港中文大学经济学硕士,"西北大学, 会计学, 已毕业，GPA85.3，雅思6.5，GMAT620"
香港浸会大学商业管理硕士,"西交利物浦大学, 经济与金融, 大四，GPA50，雅思6.0"
香港中文大学经济学硕士,"上海交通大学, 会计, 大四，GPA86.47，托福97，GMAT660"
香港科技大学经济学硕士,"中央财经大学, 保险学, 大四，GPA88.16，雅思7.5，GMAT720"
香港中文大学金融科技理学硕士,"香港中文大学, 系统工程及工程管理, 大四，GPA3.2，GRE321"
香港中文大学商业分析硕士,"香港中文大学, 系统工程及工程管理, 大四，GPA3.2，GRE321"
香港城市大学市场营销学硕士,"上海大学, 金融, 大四，GPA83.7，雅思7，GMAT650"
香港城市大学国际会计学硕士,"山东大学, 会计学, 大四，GPA89.81，雅思7.0，GMAT680"
香港城市大学专业会计与企业管治硕士,"江南大学, 金融学, 19年刚毕业，GPA3.43，雅思6.5"
香港城市大学专业会计与企业管治硕士,"南京师范大学, 财务管理, 大四，GPA3.52，雅思7.0"
香港岭南大学市场与国际企业学硕士,"吉林大学珠海分校, 国际经济与贸易, 大四，GPA85.14，雅思6.0"
香港城市大学商务资讯系统（无IT背景）硕士,"西南财经大学, 物流管理, 应届毕业生，GPA82.05"
香港城市大学国际会计学硕士,"东北师范大学, 会计学, 大四，GPA87.65，雅思6.5"
香港城市大学商务资讯系统（无IT背景）硕士,"南昌大学, 数学与应用数学(金融数学), 已毕业，GPA79.09，雅思6.5"
香港中文大学市场营销硕士,"重庆大学, 财务管理, 1年工作经验，GPA80.5，雅思6.5，GMAT670"
香港城市大学商务资讯系统（无IT背景）硕士,"东南大学, 中文, 已毕业，GPA3.0，雅思6.5"
香港城市大学商务资讯系统（无IT背景）硕士,"郑州大学, 金融学, 已毕业，GPA3.05/4.0，托福82"
香港城市大学商务资讯系统（无IT背景）硕士,"中国农业大学（985）, 食品质量与安全, 毕业半年，GPA3.8，雅思6.5，GRE324"
香港岭南大学国际银行与金融硕士,"吉林大学珠海分校, 国际经济与贸易, 大四，GPA85.14，雅思6.0"
香港科技大学经济学硕士,"华中科技大学, 金融, 大四，GPA3.72，雅思6.5，GRE316"
香港中文大学金融科技理学硕士,"华东理工大学, 工程管理, 已毕业，GPA85，雅思7，GMAT640"
香港理工大学国际酒店管理硕士,"庆熙大学, 酒店管理, 大四，GPA88.13，雅思6"
香港中文大学商业分析硕士,"曼彻斯特大学, 经济学, 应届毕业生，GPA58.3，GRE317"
香港岭南大学国际与发展经济学硕士,"吉林大学珠海分校, 国际经济与贸易, 大四，GPA85.14，雅思6.0"
香港理工大学供应链物流管理硕士,"海南大学, 交通运输, 大四，GPA3.42，雅思6.5"
香港城市大学专业会计与企业管治硕士,"上海外国语大学, 英语, 大四，GPA3.59，雅思7，GMAT700"
香港中文大学商业分析硕士,"上海财经大学, 金融统计与风险管理, 大四，GPA2.91，雅思7.5，GMAT700"
香港中文大学会计学硕士,"山东大学, 会计学, 大四，GPA89.81，雅思7.0，GMAT680"
香港中文大学商业分析硕士,"中南财经政法大学, 会计, 大四，GPA90.66，雅思7.5，GMAT720"
香港中文大学商业分析硕士,"华东师范大学, 会计, 大四，GPA87.87，雅思7，GMAT720"
香港科技大学会计学硕士,"南京大学, 会计, 大四，GPA85，托福98，GMAT710"
香港中文大学经济学硕士,"西南财经大学, 金融服务与管理, 1年工作经验，GPA84.96，雅思7，GMAT720"
