school,applicant
香港理工大学中国文化硕士,"首都师范大学, 历史, 大四，GPA90，雅思6"
香港科技大学国际语言教育硕士,"澳门大学, 中文教育, 大四，GPA3.26，雅思6.5(6)"
香港城市大学语言研究硕士,"南开大学, 政治行政学, 大四，GPA84，雅思6.5"
香港科技大学全球中国研究硕士,"复旦大学, 汉语言文学, 大四，GPA3.22，雅思7(5.5)"
香港城市大学创意媒体硕士,"厦门大学, 广播电视学, 已毕业，GPA83.75，雅思6.5"
香港科技大学全球中国研究硕士,"复旦大学, 文物与博物馆学, 大四，GPA83，雅思7"
香港城市大学中国研究硕士,"中山大学, 人类学, 大四，GPA87，雅思7"
香港理工大学可持续城市发展学硕士,"东北农业大学, 环境工程/会计, 大四，GPA81.78/82.1，雅思6/450"
香港城市大学传播与新媒体硕士,"华中科技大学, 新闻学, 大四，GPA3.94，雅思6.5"
香港城市大学语言研究硕士,"广东外语外贸大学, 英语, 大四，GPA84，雅思7"
香港城市大学语言研究硕士,"上海立信会计金融学院, 英语, 大四，GPA83，雅思7"
香港教育大学英语教学硕士,"上海立信会计金融学院, 英语, 大四，GPA83，雅思7"
香港城市大学传播与新媒体硕士,"厦门大学, 广播电视学, 已毕业，GPA83.75，雅思6.5"
香港浸会大学教育学硕士,"华南师范大学, 英语师范, 4年工作经验，GPA79，雅思6.5"
香港理工大学英语教学硕士,"华南师范大学, 英语师范, 4年工作经验，GPA79，雅思6.5"
香港理工大学专业英语硕士,"西北工业大学, 英语, 大四，GPA80，雅思6(5.5)"
香港理工大学中国语言学硕士,"西北工业大学, 英语, 大四，GPA80，雅思6(5.5)"
香港城市大学英语语言学硕士,"华东政法大学, 英语, 大四，GPA87，雅思7"
香港中文大学人类学硕士,"复旦大学, 文物与博物馆学, 大四，GPA83，雅思7"
香港中文大学社会政策学硕士,"南京工业大学, 公共事业管理, 大四，GPA90，雅思6.5"
香港中文大学全球政治经济学硕士,"吉林大学, 社会工作, 大四，GPA91，雅思7"
香港浸会大学教育学硕士,"上海立信会计金融学院, 英语, 大四，GPA83，雅思7"
香港中文大学新闻学硕士,"暨南大学, 新闻学, 大四，GPA3.73，雅思7.5，GRE310"
香港中文大学中国商业法硕士,"吉林大学, 法学, 大四，GPA84，托福100"
香港中文大学国际经济法硕士,"吉林大学, 法学, 大四，GPA84，托福100"
香港中文大学公共政策学硕士,"中山大学, 人类学, 大四，GPA87，雅思7"
香港中文大学比较及公众历史学硕士,"中山大学, 人类学, 大四，GPA87，雅思7"
香港中文大学社会学硕士,"南京工业大学, 公共事业管理, 大四，GPA90，雅思6.5"
香港城市大学语言研究硕士,"华东政法大学, 英语, 大四，GPA87，雅思7"
香港中文大学全球政治经济学硕士,"对外经济贸易大学, 金融学, 大四，GPA80，托福105，GRE314+3"
香港中文大学语言学硕士,"浙江理工大学, 英语, 大四，GPA89，雅思7"
香港大学中国发展研究硕士,"中国人民大学, 中国共产党历史, 已毕业，GPA86，雅思6"
香港浸会大学中医健康管理学硕士,"长春中医药大学, 针灸推拿, 大四，GPA76"
香港浸会大学中医健康管理学硕士,"江西中医药大学, 中医, 大四，GPA77"
香港大学中国发展研究硕士,"中山大学, 旅游管理, 大四，GPA82，雅思6"
香港科技大学公共政策硕士,"南京艺术学院, 艺术管理, 大四，GPA86.6，雅思6"
香港教育大学全球及香港研究硕士,"北华大学, 历史学（师范）, 大四，GPA88，雅思5.5"
香港中文大学跨文化研究硕士,"哈尔滨工业大学（威海）, 汉语言文学, 大四，GPA85，雅思6.5"
香港浸会大学中国文学、语言和文化硕士,"北京师范大学珠海分校, 播音主持, 大四，GPA84"
香港浸会大学中国文学、语言和文化硕士,"湖南师范大学, 汉语言文学, 1.5年工作经验，GPA73.59"
香港城市大学创意媒体硕士,"淮北师范大学, 广告学, 已毕业，GPA85.69，雅思6.5"
香港科技大学全球中国研究硕士,"香港教育大学, 人类及组织发展, 大四，GPA81"
香港浸会大学中药学硕士,"南京中医药大学, 制药工程, 已毕业，GPA76，托福63"
香港城市大学创意媒体硕士,"江南大学, 美术学（师范）, 大四，GPA86.5，雅思6.5"
香港城市大学创意媒体硕士,"华南理工大学, 会展经济与管理, 大四，GPA3.54，雅思7.0"
香港中文大学教育学硕士,"华南师范大学, 生物科学（师范）, 大四，GPA83，雅思6.5"
香港城市大学中国研究硕士,"香港教育大学, 人类及组织发展, 大四，GPA81"
香港城市大学应用社会科学硕士,"中国海洋大学, 市场营销, 四年工作经验，GPA85，雅思6.5"
香港教育大学教育学硕士,"黄山学院, 应用心理学, 大四，GPA86"
香港中文大学法律博士,"浙江大学, 汉语言文学，辅修金融, 四年半工作经验，GPA80，托福103，GMAT680"
香港浸会大学国际新闻学硕士,"淮北师范大学, 广告学, 已毕业，GPA85.69，雅思6.5"
香港浸会大学当代中国研究硕士,"香港教育大学, 人类及组织发展, 大四，GPA81"
香港浸会大学公共管理硕士,"湘潭大学, 公共管理专业, 大四，GPA80"
香港大学普通法硕士,"大连海事大学, 海商法, 大四，GPA86，雅思7.5"
香港浸会大学中药学硕士,"山西中医药大学, 中药学, 一年工作经验，GPA70"
香港城市大学中文（中国语言及文学/汉语教学）硕士,"北京师范大学, 汉语言文学, 大四，GPA87.6，雅思7"
香港城市大学中国研究硕士,"中国海洋大学, 市场营销, 四年工作经验，GPA85，雅思6.5"
香港浸会大学公共事务伦理学硕士,"南京艺术学院, 艺术管理, 大四，GPA86.6"
香港城市大学中文（中国语言及文学/汉语教学）硕士,"中南民族大学, 新闻传播, 2年工作经验，GPA81"
香港大学中国发展研究硕士,"多伦多大学, 环境学，环境地理双学位, 应届毕业生，GPA2.8"
香港中文大学社会学硕士,"华南理工大学, 会展经济与管理, 大四，GPA3.54，雅思7.0"
香港科技大学全球中国研究硕士,"复旦大学, 政治学, 大四，GPA83，雅思7"
香港城市大学中文（中国语言及文学/汉语教学）硕士,"哈尔滨工业大学（威海）, 汉语言文学, 大四，GPA85，雅思6.5"
香港大学新闻学硕士,"华盛顿大学, 国际关系+传媒, 大四，GPA3.79"
香港中文大学社会学硕士,"中国海洋大学, 市场营销, 4年工作经验，GPA85，雅思6.5"
香港中文大学比较及公众历史学硕士,"天津师范大学, 应用心理学, 大四，GPA83，托福79"
香港中文大学社会学硕士,"中国农业大学, 公共管理, 半年工作经验，GPA82.6，雅思6.5(6)"
香港城市大学中国研究硕士,"中国人民大学, 中国共产党历史, 已毕业一年，GPA86，雅思6"
香港中文大学全球政治经济学硕士,"东南大学, 劳动与社会保障, 大四，GPA3.3，雅思6.5"
香港大学信息技术教育硕士,"北京师范大学, 教育技术, 一年工作经验，GPA91.42，托福87"
香港浸会大学国际新闻学硕士,"鲁东大学, 英语, 已毕业，GPA85，雅思7.5"
香港教育大学中文研究（语文教育）硕士,"湖南师范大学, 汉语言文学, 1.5年工作经验，GPA73.59"
香港城市大学应用社会学硕士,"同济大学, 材料科学与工程, 应届毕业，GPA78.51"
香港城市大学应用社会学硕士,"湘潭大学, 公共管理专业, 大四，GPA80"
香港浸会大学中药学硕士,"北京中医药大学, 中药学, 大四，GPA87"
香港科技大学社会学硕士,"中国农业大学, 公共管理, 半年工作经验，GPA82.6，雅思6.5(6)"
香港城市大学都市管理 硕士,"西南交通大学, 建筑学, 大四，GPA85，雅思6"
香港教育大学中文研究（语文教育）硕士,"长江师范学院, 汉语言文学师范, 已毕业，GPA81"
香港城市大学国际研究硕士,"广州大学, 法语, 大四，GPA85，雅思6.5"
香港城市大学国际研究硕士,"山东大学, 法语, 大四，GPA82，雅思7"
香港科技大学中国文化硕士,"中国人民大学, 中国共产党历史, 已毕业，GPA86，雅思6"
香港教育大学国际汉语教学硕士,"韩山师范学院, 汉语言文学, 大四，GPA82.6"
香港浸会大学中国文学、语言和文化硕士,"中南民族大学, 新闻传播, 2年工作经验，GPA81"
香港城市大学语言学硕士,"鲁东大学, 英语, 已毕业，GPA85，雅思7.5"
香港浸会大学文学和比较研究硕士,"广州大学, 法语, 大四，GPA85，雅思6.5"
香港岭南大学工作与组织心理学硕士,"同济大学, 材料科学与工程, 毕业生，GPA78.51"
香港大学教育学硕士,"北京师范大学, 汉语言文学, 大四，GPA87.6，雅思7"
香港教育大学儿童及家长教育硕士,"复旦大学, 文物与博物馆学, 大四，GPA84，雅思7.5"
香港城市大学传播与新媒体硕士,"山东大学, 法语, 大四，GPA82，雅思7"
香港理工大学高效能建筑学硕士,"西南交通大学, 建筑学, 大四，GPA85，雅思6"
香港理工大学中国语言学硕士,"山东大学（威海）, 汉语言文学, 大四，GPA83，雅思6"
香港中文大学跨文化研究硕士,"复旦大学, 中文（汉语言文学）&新闻学, 大四，GPA3.54/3.68，雅思7.5"
香港中文大学新媒体硕士,"华盛顿大学, 国际关系+传媒, 大四，GPA3.79"
香港浸会大学当代中国研究硕士,"广州大学, 法语, 大四，GPA85，雅思6.5"
香港中文大学汉语语言学及语言获得硕士,"华东师范大学, 汉语言文学, 大四，GPA82.44，雅思7"
香港中文大学城市设计硕士,"西南交通大学, 建筑学, 大五，GPA82.7，雅思7(5)"
香港城市大学整合营销传播硕士,"厦门大学, 工商管理, 已毕业，GPA82，雅思7，GMAT690"
香港理工大学高效能建筑学硕士,"太原理工大学, 城市地下空间工程, 大四，GPA79.19，雅思7.5"
香港教育大学公共政策与管理硕士,"中国矿业大学徐海学院, 市场营销, 大四，GPA80"
香港浸会大学当代中国研究硕士,"吉林大学, 能源与动力工程（汽车发动机）, 大四，GPA82.3，雅思6"
香港浸会大学翻译及双语传译硕士,"鲁东大学, 英语, 已毕业，GPA85，雅思7.5"
香港理工大学中英企业传播硕士,"鲁东大学, 英语, 已毕业，GPA85，雅思7.5"
香港大学教育学offer一枚,"华东师范大学, 汉语言文学, 大四，GPA3.26，雅思6.5"
香港科技大学国际语言教育offer一枚,"中山大学, 英语, 大四，GPA89，雅思7.5"
香港中文大学英语文学研究offer一枚,"华东师范大学, 汉语言文学, 大四，GPA3.26，雅思6.5"
香港中文大学中国研究硕士,"北京师范大学, 汉语言文学, 已毕业，GPA88，雅思6.5"
香港中文大学全球政治经济学offer一枚,"国际关系学院, 传播学, 大四，GPA3.62，雅思7"
香港中文大学跨文化研究offer一枚,"北京师范大学, 汉语言文学, 已毕业，GPA88，雅思6.5"
香港城市大学语言学offer一枚,"广州大学, 法语, 大四，GPA85，雅思6.5"
香港城市大学现代亚洲研究offer一枚,"广州大学, 法语, 大四，GPA85，雅思6.5"
香港理工大学中国文化offer一枚,"武汉大学, 生物学, 大四，GPA73，雅思6.5"
香港中文大学比较及公众历史学硕士,"复旦大学, 汉语言文学&新闻学, 大四，GPA83，雅思7"
香港中文大学比较及公众历史学硕士,"山东大学, 法语, 大四，GPA82，雅思7"
香港中文大学新闻学offer一枚,"华南师范大学, 新闻学，辅修经济学, 大四，GPA86.3，雅思6.5"
香港中文大学新媒体offer一枚,"密歇根州立大学, advertising management, 大四，GPA3.3"
香港中文大学 广告学offer一枚,"复旦大学, 中文（汉语言文学）&新闻学, 大四，GPA3.54/3.68，雅思7"
香港中文大学跨文化研究offer一枚,"山东大学, 法语, 大四，GPA82，雅思7"
香港中文大学跨文化研究offer一枚,"复旦大学, 汉语言文学&新闻学, 大四，GPA83，托福80"
香港中文大学跨文化研究offer一枚,"电子科技大学, 法语, 大四，GPA85，雅思7"
香港中文大学企业传播offer一枚,"厦门大学, 日本语言文学, 已毕业，GPA87，托福92"
香港浸会大学全球社会学硕士offer一枚,"西南交通大学, 公共事业管理, 大四，GPA 82，雅思6.5"
香港城市大学都市设计与规划硕士offer一枚,"四川农业大学, 资源环境与城乡规划管理, 两年工作经验，GPA 83，雅思6申请"
香港城市大学都市管理硕士offer一枚,"西南交通大学, 公共事业管理, 大四，GPA 82，雅思6.5"
香港城市大学中文硕士offer一枚,"西安外国语大学, 传媒, 已毕业，GPA 86，六级487申请"
香港城市大学中国研究硕士offer一枚,"西安外国语大学, 传媒, 已毕业，GPA 86，六级487申请"
香港城市大学公共政策与管理硕士offer一枚,"西南大学, 公共管理, 大四，GPA 85，雅思6"
香港浸会大学公共事务伦理学硕士offer一枚,"华中农业大学, 环境工程, 大四，GPA 78，托福80"
香港岭南大学工作与组织心理学硕士offer一枚,"江西师范大学, 心理学, 大四，GPA 82，六级475申请"
香港浸会大学运动与休闲管理硕士offer一枚,"中南财经政法大学, 会计, 大四，GPA 80，雅思6"
香港教育大学中文研究（语文教育）硕士offer一枚,"九江学院, 汉语言文学, 大四，GPA 84，无雅思申请"
香港教育大学中文研究（语文教育）硕士offer一枚,"河南师范大学, 对外汉语, 半年工作经验，GPA 81，雅思6"
香港教育大学中文研究（语文教育）硕士offer一枚,"延边大学, 会计学, 大四，GPA 79"
香港城市大学整合营销传播硕士offer一枚,"北京航空航天大学, 金融工程, 大四，GPA 85，六级518"
香港浸会大学传媒管理硕士offer一枚,"华南理工大学, 传播学, 大四，GPA 86，雅思7"
香港岭南大学中文学硕士offer一枚,"辽宁师范大学, 市场营销, 大四，GPA 75"
香港中文大学社会政策学硕士offer一枚,"东北师范大学, 旅游管理, 大四，GPA 84，托福 94"
香港中文大学全球政治经济学硕士offer一枚,"东南大学, 劳动与社会保障, 大四，GPA 81，托福93"
香港城市大学创意媒体硕士offer一枚,"湖南大学, 新闻学, 一年工作经验，GPA 83，雅思7"
香港城市大学仲裁与调解硕士offer一枚,"上海交通大学	, 法学, 大四，辅修国际经济与贸易，GPA 83，六级536"
香港城市大学中文硕士offer一枚,"华东师范大学, 汉语言文学, 大四，GPA 85，六级527"
香港中文大学全球政治经济学硕士offer一枚,"浙江财经大学, 劳动与社会保障, 大四，GPA 86，雅思7"
香港城市大学法学硕士offer一枚,"上海交通大学, 法学, 大四，辅修国际经济与贸易，GPA 83，六级536"
香港浸会大学中国文学、语言和文化硕士offer一枚,"南开大学, 汉语言文学, 两年工作经验，GPA 83，雅思6"
香港城市大学语言学硕士offer一枚,"广东金融学院	, 商务翻译, 大四，GPA 81，雅思6.5"
香港城市大学传播与新媒体硕士offer一枚,"上海大学, 工商管理, 已毕业，GPA 83，雅思6.5"
香港浸会大学传播学硕士offer一枚,"上海大学, 工商管理, 已毕业，GPA 83，雅思6.5"
香港浸会大学传播学硕士offer一枚,"山东大学（威海）, 新闻学, 大四，GPA 82，雅思6.5"
香港科技大学中国文化硕士offer一枚,"山东大学（威海）, 汉语国际教学, 大四，GPA 77，雅思6.5"
香港科技大学社会学硕士offer一枚,"山东大学, 社会学, 大四，GPA 91，雅思6"
香港教育大学中文研究（语文教育）硕士offer一枚,"重庆师范大学	, 对外汉语, 已毕业，GPA 80"
香港浸会大学传播学硕士offer一枚,"华南理工大学, 传播学, 大四，GPA 85，托福82"
香港理工大学中国文化硕士offer一枚,"东北师范大学, 旅游管理, 大四，GPA 88，托福105"
香港中文大学社会政策硕士offer一枚,"上海财经大学, 劳动与社会保障, 大四，GPA 80，雅思6.5"
香港中文大学全球政治经济硕士offer一枚,"上海外国语大学, 国际政治, 大四，GPA 85，雅思7.5"
香港城市大学英语语言学硕士offer一枚,"四川师范大学, 英语, 大四，GPA 85，雅思7"
香港教育大学可持续发展教育硕士offer一枚,"山东财经大学, 英语, GPA 83，雅思6.5，四年半工作经验"
香港城市大学整合营销传播硕士offer一枚,"苏州大学, 广告学, 大四，GPA 89，雅思7"
香港中文大学社会学硕士offer一枚,"南京农业大学, 人力资源管理, 大四，GPA 81，雅思6.5"
香港大学教育学硕士offer一枚,"北京师范大学, 心理学, 已毕业，GPA 88，雅思6"
香港理工大学中国文化硕士offer一枚,"山东大学（威海）, 汉语国际教育, 大四，GPA 77，雅思6.5"
香港城市大学现代亚洲研究硕士offer一枚,"山东大学（威海）, 汉语国际教育, 大四，GPA 77，雅思6.5"
香港理工大学中国语言学硕士offer一枚,"河南师范大学, 对外汉语, GPA 81，雅思6，半年工作经验"
香港理工大学对外汉语教学硕士offer一枚,"河南师范大学, 对外汉语, GPA 81，雅思6，半年工作经验"
香港城市大学创意媒体硕士offer一枚,"兰州大学, 新闻学, GPA 87，雅思6.5，一年半工作经验"
香港城市大学语言学硕士offer一枚,"山东财经大学, 英语, GPA 83，雅思6.5，四年半年工作经验"
香港中文大学性别研究硕士offer一枚,"陕西师范大学, 古典文献学, 大四，GPA 86，托福102，GRE 310+3"
香港城市大学整合营销传播硕士offer一枚,"山东大学（威海校区）, 新闻, 大四，GPA 86，雅思6.5"
香港中文大学新闻学硕士offer一枚,"山东大学（威海校区）, 新闻, 大四，GPA 86，雅思6.5"
香港教育大学教学硕士offer一枚,"广东金融学院, 商务翻译, 大四，GPA 81，雅思6.5"
香港教育大学中文研究（语文教育）硕士offer一枚,"暨南大学, 会计, GPA 82，十年以上工作经验"
香港城市大学传播与新媒体硕士offer一枚,"华南理工大学, 传播学, 大四，GPA 86，雅思6.5"
香港中文大学广告学硕士offer一枚,"苏州大学, 广告学, 大四，GPA 87，雅思6.5"
香港中文大学广告学硕士offer一枚,"苏州大学, 广告学, 大四，GPA 89，雅思7"
香港中文大学公共健康硕士offer一枚,"华东理工大学, 药学, 大四，GPA 89，雅思6.5"
香港浸会大学教育学硕士offer一枚,"广东金融学院, 商务翻译, 大四，GPA 81，雅思6.5"
香港科技大学中国文化硕士offer一枚,"山东大学, 风险管理与保险, 大四，GPA 84，雅思6.5"
香港城市大学传播与新媒体硕士offer一枚,"兰州大学, 新闻学, 大四，GPA 87， 雅思 6.5"
香港中文大学新闻学硕士offer一枚,"北京体育大学, 新闻学, 半年工作经验，GPA 3.7， 雅思 7"
香港中文大学新闻学硕士offer一枚,"兰州大学, 新闻学, 一年半工作经验，GPA 87，雅思6.5"
香港城市大学语言学硕士offer一枚,"华东师范大学, 汉语言文学, 大四，GPA 85， 六级 527"
香港城市大学语言学硕士offer一枚,"四川师范大学, 英语, 大四，英语，GPA 85， 雅思7"
香港城市大学语言学硕士offer一枚,"上海师范大学, 英语, 大四，GPA 79，雅思7"
香港城市大学语言学硕士offer一枚,"湖北工业大学, 英语, 大四，GPA 84，六级 550"
香港理工大学汉语言文学硕士offer一枚,"华东师范大学, 汉语言文学, 大四，GPA 85， 六级 527"
香港城市大学语言学硕士offer一枚,"安徽农业大学, 英语, 大四，GPA 86，雅思 7"
香港教育大学教育学硕士offer一枚,"杭州师范大学, 数学与应用数学, 已毕业，GPA 86，六级447"
香港教育大学公共政策与管理硕士offer一枚,"北京石油化工学院, 通信工程, GPA 73，六级440，两年工作经验"
香港教育学院中文研究（语文教育）硕士offer一枚,"西南石油大学, 广播电视编导, 大四，GPA 2.5"
香港大学公共健康学硕士offer一枚,"北京化工大学, 管理科学与工程, 已毕业，GPA 3.4，雅思6.5"
香港理工大学应用心理学硕士offer一枚,"多伦多大学, 心理学, 大四，GPA 2.62"
香港理工大学可持续城市发展学硕士offer一枚,"哈尔滨工业大学, 城市规划, 大四，GPA 80，雅思6"
香港城市大学法学硕士offer一枚,"南京大学, 法学, 大四，GPA 79.5，雅思6.5"
香港教育学院可持续发展教育硕士offer一枚,"河北科技大学, 环境工程, 工作两年，本科GPA85，硕士GPA86，六级481"
香港中文大学大中华地区的政府与政治学硕士offer一枚,"广东外语外贸大学, 行政管理, 大四，GPA 88，雅思6.5"
香港中文大学城市设计硕士offer一枚,"华中科技大学, 景观学, 大四，GPA 81，雅思6.5"
香港浸会大学传播学硕士offer一枚,"华南理工大学, 传播学, 大四，GPA3.56， 雅思6.5"
香港浸会大学传播学硕士offer一枚,"广东外语外贸大学, 计算机科学与技术, 大四，GPA 78， 雅思6.5，相关实习经历和志愿者经历"
香港教育学院中文研究硕士offer一枚,"北京师范大学珠海分校, 对外汉语, 大四，GPA 80"
香港教育学院教育学硕士offer一枚,"中山大学, 英语, 大四，GPA 3.6，专四 83"
香港大学园林学建筑硕士offer一枚,"南京工业大学, 建筑学, 大四，GPA84，托福91"
香港城市大学整合营销传播硕士offer一枚,"华南理工大学, 传播学, 大四，GPA 3.56， 雅思 6.5"
香港中文大学新闻学硕士offer一枚,"中山大学, 汉语言文学, 大四，GPA 3.5，雅思 6.5"
香港大学信息技术教育硕士offer一枚,"北京师范大学, 教育技术学, 大四，GPA 88，托福 97，有海外科研经历"
香港理工大学翻译与传译硕士offer一枚,"浙江工业大学, 翻译, 大四，GPA83，雅思7"
香港城市大学公共政策与管理硕士offer一枚,"重庆理工大学, 人力资源管理, 大四，GPA3.55，六级488 "
香港教育学院中文研究硕士offer一枚,"北京师范大学珠海分校, 汉语言文学, 大四，GPA 85"
香港城市大学语言学硕士offer,"浙江工业大学, 翻译, 大四，GPA 83，雅思 7"
香港浸会大学公共事务伦理学硕士offer一枚,"武汉体育学院, 公共事业管理, 大四，GPA3.51/5，六级496，法学双学位"
香港浸会大学当代中国研究硕士offer一枚,"武汉体育学院, 公共事业管理, 大四，GPA3.51/5，六级496，法学双学位"
香港浸会大学传播学硕士offer一枚,"苏州大学, 新闻传播学, 大四，GPA 86，雅思6.5"
香港浸会大学公共事务伦理学硕士offer一枚,"湖北文理学院, 公共事业管理, 大四，GPA 83，六级468"
香港教育学院教育学硕士offer一枚,"湖北文理学院, 公共事业管理, 大四，GPA 83，六级468"
香港中文大学全球政治经济学硕士offer一枚,"北京师范大学, 人力资源管理, 大四，GPA 87.5，托福96"
香港教育学院数学教学硕士offer一枚,"厦门大学, 数学与应用数学, 大四，GPA 3.4，CET6 520 "
香港教育学院教学硕士offer一枚,"厦门大学, 数学与应用数学, 大四，GPA 3.4，CET6 520"
香港科技大学中国文化硕士offer一枚,"厦门大学, 历史学, 大四，GPA 84，雅思6"
香港教育学院中文研究硕士offer一枚,"北京理工大学珠海学院, 对外汉语, 大四，GPA 76"
香港浸会大学中国文学、语言和文化硕士offer一枚,"山东大学（威海）, 汉语言文学, 已毕业，GPA 79，无需英语成绩"
香港科技大学中国文化硕士offer一枚,"中南大学, 汉语言文学, 大四，GPA 85.2，雅思 6"
香港中文大学新闻学硕士offer一枚,"苏州大学, 广播电视新闻学, 大四，GPA 82，雅思6.5"
香港城市大学都市设计与规划硕士offer一枚,"华中科技大学, 景观学, 大四，GPA 82，雅思6.5"
香港城市大学中国研究硕士offer一枚,"武汉体育学院, 公共事业管理, 大四，GPA3.51/5，六级496，法学双学位"
香港中文大学比较及公众历史学硕士offer一枚,"山东大学, 历史学, 大四，GPA 86，雅思6.5 "
香港城市大学传播与新媒体硕士offer一枚,"苏州大学, 广播电视新闻学, 大四，GPA 82，雅思6.5"
香港中文大学比较及公众历史学硕士offer一枚,"厦门大学, 历史学, 大四，GPA 3.53，雅思 7"
香港城市大学传播与新媒体硕士offer一枚,"苏州大学, 新闻传播学, 大四，GPA 86，雅思6.5"
香港城市大学创意媒体硕士offer一枚,"四川大学, 行政管理, 大四，GPA 80，托福89"
香港城市大学中文硕士offer一枚,"华中师范大学, 对外汉语, 大四，GPA 85.5，雅思6"
香港城市大学创意媒体硕士offer一枚,"华南理工大学, 传播学, 大四，GPA 86，雅思6.5"
香港浸会大学中医学硕士offer一枚,"南京中医药大学, 中西医临床医学, 大五，GPA 82"
香港城市大学中文硕士offer一枚,"华南师范大学, 汉语言文学, 大四，GPA 3.78，雅思7"
香港大学教育学硕士offer一枚,"华南师范大学, 汉语言文学, 大四，GPA 3.78，雅思 7"
香港浸会大学中国文学、语言和文化硕士offer一枚,"华中师范大学, 对外汉语, 大四，GPA 85.5，雅思6"
香港岭南大学中文学硕士offer一枚,"广东外语外贸大学, 国际经济与贸易, 大四，GPA 3.12，六级 458"
香港城市大学传播与新媒体硕士offer一枚,"华南理工大学, 传播学, 大四，GPA 86，雅思 6.5"
香港理工大学社会政策及社会发展硕士offer一枚,"哈尔滨工业大学, 社会学, 大四，GPA 75.2，雅思 6.5"
香港教育学院英语教学硕士offer一枚,"广东金融学院, 金融学, 陆同学，广东金融学院，金融学，GPA 3.47，雅思 6.5"
香港教育学院教育学硕士offer一枚,"广东金融学院, 金融学, 陆同学，广东金融学院，金融学，GPA 3.47，雅思 6.5"
香港中文大学语言学硕士offer一枚,"山东大学, 汉语言文学, 陆同学，山东大学，汉语言文学，GPA 88，托福 105"
香港教育学院教育学硕士offer一枚,"上海师范大学, 历史学（师范）, 葛同学，上海师范大学，历史学（师范），GPA 70，六级 455"
香港城市大学都市管理硕士offer一枚,"南京农业大学, 资源环境与城乡规划管理, 韩同学，南京农业大学，资源环境与城乡规划管理，GPA 2.95，雅思 6.5"
香港理工大学中国语言学硕士offer一枚,"华中师范大学, 中国语言文学类（对外汉语）, 薛同学，华中师范大学，中国语言文学类（对外汉语），GPA 85.5，雅思 6.0"
香港科技大学中国文化硕士offer一枚,"哈尔滨工业大学, 社会学, 李同学，哈尔滨工业大学，社会学，GPA 75.5，雅思 6.5"
香港浸会大学教育学硕士offer一枚,"广东金融学院, 金融学, 陆同学，广东金融学院，金融学，GPA 3.47，雅思 6.5"
香港中文大学社会政策学硕士offer一枚,"北京信息科技大学, 行政管理（电子政务方向）, TOEFL:87，GRE:311+3"
香港中文大学公共健康硕士offer一枚,"南京中医药大学, 中西医结合临床专业, 杨同学，南京中医药大学，中西医结合临床专业，GPA 3.5，雅思 6.5"
香港中文大学企业传播硕士offer一枚,"上海交通大学, 广播影视编导, 陈同学，上海交通大学，广播影视编导，GPA 80，雅思 6.5"
香港中文大学 社会服务管理 offer一枚,"中国人民大学, 社会学, 任同学 中国人民大学，社会学， GPA: 3.3 IELTS: 6.5"
香港中文大学 国际经济法硕士 offer一枚,"对外经济贸易大学, 主修金融 辅修法学, 刘同学?对外经济贸易大学 主修金融 辅修法学 GPA：84 TOEFL:94"
香港大学教育学硕士offer一枚,"集美大学, 会计学, 陈同学，集美大学，会计学， GPA 80，托福 102"
香港浸会大学中国文学语言和文化offer一枚,"青岛大学, 语言文学 , 罗同学，青岛大学，语言文学，GPA 87.6，六级468"
香港浸会大学中医内科研究与应用offer一枚,"山东中医药大学, 中医学, 万同学，山东中医药大学，中医学，GPA 82，六级574"
香港教育学院教育管理与领导教育学硕士offer一枚,"上海外国语大学, 广告, 乔同学，上海外国语大学，广告，GPA 85"
香港大学公共健康offer一枚,"中国农业大学, 动物医学, 陈同学，中国农业大学，动物医学，有半年拜耳实习经历，GPA85分，托福87分"
香港中文大学教育学offer一枚,"武汉大学, 汉语言文学, 戚同学，武汉大学，汉语言文学，GPA 83分， 雅思6.0"
香港中文大学教育学offer一枚,"上海外国语大学, 英语（教育）, 吴同学，上海外国语大学，英语（教育学），GPA 82分，六级524，托福79分"
香港中文大学宗教研究offer一枚,"华南师范大学, 汉语言文学, 魏同学，华南师范大学，GPA 81分，雅思5.5"
香港大学普通法法学硕士offer一枚,"对外经济贸易大学, 法学, 陆同学，对外经贸大学，法学，GPA87分，托福93分"
香港中文大学公共健康offer一枚,"四川大学, 食品科学与工程, 徐同学，四川大学，食品科学与工程，GPA83分，雅思6.5"
香港中文大学社会政策学offer一枚,"中国人民大学, 行政管理, 徐同学，中国人民大学，行政管理，GPA 82分，六级469"
香港中文大学中国语言学和语言习得offer一枚,"中国人民大学, 汉语言文学, 丁同学，中国人民大学，汉语言文学，GPA 83，雅思 6.5

"
