en_name,ch_name,ranking,area,area_1,area_ranking,entrance_time,project_length,tuition,region
MSc Cyber Security Project Management,伦敦大学皇家霍洛威学院网络安全项目管理理学硕士,QS排名：300+,工科 计算机,计算机,24,9月,1年,22800英镑/年,Britain
MSc Software Project Management,伦敦大学皇家霍洛威学院软件项目管理理学硕士,QS排名：300+,工科 计算机,计算机,24,9月,1年,22800英镑/年,Britain
MSc Economics,伦敦大学皇家霍洛威学院经济学理学硕士,QS排名：300+,商科 经济,经济,26,9月,1年,20700英镑/年,Britain
MSc Economics (2 year course),伦敦大学皇家霍洛威学院经济学理学硕士（两年项目）,QS排名：300+,商科 经济,经济,26,9月,2年,20700英镑/年,Britain
MSc Accounting and Financial Management,伦敦大学皇家霍洛威学院会计与财务管理理学硕士,QS排名：300+,商科 会计,会计,23,9月,1年,22800英镑/年,Britain
"MA Consumption, Culture and Marketing",伦敦大学皇家霍洛威学院消费、文化与市场营销文学硕士,QS排名：300+,商科 市场营销,市场营销,30,9月,1年,19500英镑/年,Britain
MA Marketing,伦敦大学皇家霍洛威学院市场营销文学硕士,QS排名：300+,商科 市场营销,市场营销,30,9月,1年,22800英镑/年,Britain
MSc International Management (Marketing),伦敦大学皇家霍洛威学院国际管理（市场营销）理学硕士,QS排名：300+,商科 市场营销,市场营销,30,9月,1年,22800英镑/年,Britain
MSc Digital Marketing,伦敦大学皇家霍洛威学院数字化营销理学硕士,QS排名：300+,商科 市场营销,市场营销,30,9月,1年,22800英镑/年,Britain
MSc Social Work,伦敦大学皇家霍洛威学院社会工作理学硕士,QS排名：300+,社科 社会学与社工,社会学与社工,30,9月,2年,18200英镑/年,Britain
MSc International Relations,伦敦大学皇家霍洛威学院国际关系理学硕士,QS排名：300+,社科 国际关系,国际关系,36,9月,1年,18200英镑/年,Britain
MSc International Security,伦敦大学皇家霍洛威学院国际安全理学硕士,QS排名：300+,社科 国际关系,国际关系,36,9月,1年,18200英镑/年,Britain
MA Politics of Development,伦敦大学皇家霍洛威学院发展政治文学硕士,QS排名：300+,社科 国际关系,国际关系,36,9月,1年,18200英镑/年,Britain
MSc Global Futures: Culture and Creativity,伦敦大学皇家霍洛威学院全球未来:文化和创造力理学硕士,QS排名：300+,社科 国际关系,国际关系,36,9月,1年,19500英镑/年,Britain
MSc Global Futures: Geopolitics and Security,伦敦大学皇家霍洛威学院全球未来:地缘政治与安全理学硕士,QS排名：300+,社科 国际关系,国际关系,36,9月,1年,19500英镑/年,Britain
"MSc Global Futures: Justice, Development and Sustainability",伦敦大学皇家霍洛威学院全球未来:正义、发展和可持续性理学硕士,QS排名：300+,社科 国际关系,国际关系,36,9月,1年,19500英镑/年,Britain
MSc Terrorism and Counter-Terrorism Studies,伦敦大学皇家霍洛威学院恐怖主义和反恐研究理学硕士,QS排名：300+,社科 国际关系,国际关系,36,9月,1年,19500英镑/年,Britain
MSc Project Management,伦敦大学皇家霍洛威学院项目管理理学硕士,QS排名：300+,工科 工程管理,工程管理,21,9月,1年,22800英镑/年,Britain
MA Modern Philosophy,伦敦大学皇家霍洛威学院现代哲学文学硕士,QS排名：300+,社科 哲学,哲学,19,9月,1年,18200英镑/年,Britain
MSc International Management,伦敦大学皇家霍洛威学院国际管理理学硕士,QS排名：300+,商科 管理,管理,30,9月,1年,22800英镑/年,Britain
MSc Engineering Management,伦敦大学皇家霍洛威学院工程管理理学硕士,QS排名：300+,工科 工程管理,工程管理,21,9月,1年,20700英镑/年,Britain
MA European Philosophy,伦敦大学皇家霍洛威学院欧洲哲学文学硕士,QS排名：300+,社科 哲学,哲学,19,9月,1年,18200英镑/年,Britain
MA Political Philosophy,伦敦大学皇家霍洛威学院政治哲学文学硕士,QS排名：300+,社科 哲学,哲学,19,9月,1年,18200英镑/年,Britain
MSc Environmental Diagnosis and Management,伦敦大学皇家霍洛威学院环境诊断与管理理学硕士,QS排名：300+,工科 环境工程,环境工程,26,9月,1年,20700英镑/年,Britain
MSc Human Resource Management,伦敦大学皇家霍洛威学院人力资源管理理学硕士,QS排名：300+,商科 人力资源管理,人力资源管理,25,9月,1年,22800英镑/年,Britain
MA Ancient History,伦敦大学皇家霍洛威学院古代史文学硕士,QS排名：300+,社科 历史,历史,25,9月,1年,18200英镑/年,Britain
MA Classical Art and Archaeology,伦敦大学皇家霍洛威学院古典艺术与考古学文学硕士,QS排名：300+,社科 历史,历史,25,9月,1年,18200英镑/年,Britain
MA Classics,伦敦大学皇家霍洛威学院古典学硕士,QS排名：300+,社科 历史,历史,25,9月,1年,18200英镑/年,Britain
MA Medieval Studies,伦敦大学皇家霍洛威学院中世纪研究文学硕士,QS排名：300+,社科 历史,历史,25,9月,1年,18200英镑/年,Britain
MSc Sustainability and Management,伦敦大学皇家霍洛威学院可持续发展与管理理学硕士,QS排名：300+,工科 环境工程,环境工程,26,9月,1年,20700英镑/年,Britain
MA Crusader Studies,伦敦大学皇家霍洛威学院十字军研究文学硕士,QS排名：300+,社科 历史,历史,26,9月,1年,18200英镑/年,Britain
MA History,伦敦大学皇家霍洛威学院历史学文学硕士,QS排名：300+,社科 历史,历史,26,9月,1年,18200英镑/年,Britain
MA Holocaust Studies,伦敦大学皇家霍洛威学院大屠杀研究文学硕士,QS排名：300+,社科 历史,历史,26,9月,1年,18200英镑/年,Britain
MA Late Antique and Byzantine Studies,伦敦大学皇家霍洛威学院近古与拜占庭研究文学硕士,QS排名：300+,社科 历史,历史,26,9月,1年,18200英镑/年,Britain
MA Public History,伦敦大学皇家霍洛威学院公共历史文学硕士,QS排名：300+,社科 历史,历史,26,9月,1年,19500英镑/年,Britain
MA History: Hellenic Studies,伦敦大学皇家霍洛威学院历史：希腊研究文学硕士,QS排名：300+,社科 历史,历史,26,9月,1年,18200英镑/年,Britain
MSc Logistics and Supply Chain Management,伦敦大学皇家霍洛威学院物流与供应链管理理学硕士,QS排名：300+,商科 供应链管理,供应链管理,16,9月,1年,20700英镑/年,Britain
"MSc Media, Power and Public Affairs",伦敦大学皇家霍洛威学院媒体、权力与公共事务理学硕士,QS排名：300+,社科 公共政策与事务,公共政策与事务,25,9月,1年,18200英镑/年,Britain
MSc International Public Policy,伦敦大学皇家霍洛威学院国际公共政策理学硕士,QS排名：300+,社科 公共政策与事务,公共政策与事务,25,9月,1年,18200英镑/年,Britain
MSc Entrepreneurship and Innovation,伦敦大学皇家霍洛威学院创业与创新理学硕士,QS排名：300+,商科 创业与创新,创业与创新,16,9月,1年,22800英镑/年,Britain
MSc Entrepreneurship and Innovation with a Year in Business,伦敦大学皇家霍洛威学院创业与创新理学硕士（1年行业实习）,QS排名：300+,商科 创业与创新,创业与创新,16,9月,2年,22800英镑/年,Britain
MSc Quaternary Science,伦敦大学皇家霍洛威学院第四纪科学理学硕士,QS排名：300+,工科 地球科学,地球科学,16,9月,1年,20700英镑/年,Britain
MSc Energy Geosciences,伦敦大学皇家霍洛威学院能源地质科学理学硕士,QS排名：300+,工科 地球科学,地球科学,16,9月,1年,22800英镑/年,Britain
MSc Engineering Geology and Hydrogeology,伦敦大学皇家霍洛威学院工程地质与水文地质理学硕士,QS排名：300+,工科 地球科学,地球科学,16,9月,1年,20700英镑/年,Britain
"MA Global Health: Society, Culture and Behaviour",伦敦大学皇家霍洛威学院全球卫生：社会、文化和行为文学硕士,QS排名：300+,社科 公共卫生,公共卫生,16,9月,1年,19500英镑/年,Britain
MSc Global Health: Human Health and the Environment,伦敦大学皇家霍洛威学院全球卫生：人类健康与环境理学硕士,QS排名：300+,社科 公共卫生,公共卫生,16,9月,1年,19500英镑/年,Britain
"MSc Global Health: Food Security, Sustainability and Biodiversity",伦敦大学皇家霍洛威学院全球卫生：食品安全、可持续性和生物多样性理学硕士,QS排名：300+,社科 公共卫生,公共卫生,16,9月,1年,19500英镑/年,Britain
MSc Applied Social Psychology,伦敦大学皇家霍洛威学院应用社会心理学理学硕士,QS排名：300+,社科 心理学,心理学,6,9月,1年,19500英镑/年,Britain
MSc Clinical Psychology,伦敦大学皇家霍洛威学院临床心理学理学硕士,QS排名：300+,社科 心理学,心理学,6,9月,1年,27100英镑/年,Britain
MSc Forensic Psychology,伦敦大学皇家霍洛威学院法医心理学理学硕士,QS排名：300+,社科 心理学,心理学,6,9月,1年,22800英镑/年,Britain
MA International Media Management,伦敦大学皇家霍洛威学院国际媒体管理文学硕士,QS排名：300+,社科 传播,传播,7,9月,1年,18200英镑/年,Britain
MA English Literature,伦敦大学皇家霍洛威学院英国文学文学硕士,QS排名：300+,社科 文化,文化,7,9月,1年,18200英镑/年,Britain
MSc Mathematics of Cryptography and Communications,伦敦大学皇家霍洛威学院通信密码学数学理学硕士,QS排名：300+,理科 数学,数学,32,9月,1年,17600英镑/年,Britain
MSc Data Science and Analytics with a Year in Industry,伦敦大学皇家霍洛威学院数据科学与分析学理学硕士（1年行业实习）,QS排名：300+,理科 数据科学,数据科学,32,1/9月,2年,16260英镑/年,Britain
"MSc Elections, Campaigns and Democracy",伦敦大学皇家霍洛威学院选举、运动与民主理学硕士,QS排名：300+,社科 其他社科,其他社科,36,9月,1年,18200英镑/年,Britain
MSc Digital Innovation and Analytics,伦敦大学皇家霍洛威学院数字创新与分析理学硕士,QS排名：300+,商科 其他商科,其他商科,27,9月,1年,22800英镑/年,Britain
MA Theatre Directing,伦敦大学皇家霍洛威学院戏剧指导文学硕士,QS排名：300+,社科 影视,影视,27,9月,1年,22800英镑/年,Britain
MA Creative Writing,伦敦大学皇家霍洛威学院创意写作文学硕士,QS排名：300+,社科 文化,文化,27,9月,1年,20700英镑/年,Britain
"MA Victorian Literature, Art and Culture",伦敦大学皇家霍洛威学院维多利亚时代的文学艺术和文化文学硕士,QS排名：300+,社科 文化,文化,27,9月,1年,18200英镑/年,Britain
MA Digital Documentary,伦敦大学皇家霍洛威学院数字纪录片文学硕士,QS排名：300+,社科 影视,影视,27,9月,1年,18800英镑/年,Britain
MA Immersive Storytelling,伦敦大学皇家霍洛威学院沉浸式叙事文学硕士,QS排名：300+,社科 其他社科,其他社科,36,9月,1年,20000英镑/年,Britain
MA Producing Film and Television,伦敦大学皇家霍洛威学院电影制作与电视文学硕士,QS排名：300+,社科 影视,影视,36,9月,1年,19500英镑/年,Britain
MMus Music,伦敦大学皇家霍洛威学院音乐学硕士,QS排名：300+,社科 其他社科,其他社科,36,9月,1年,19500英镑/年,Britain
MA Screenwriting for Television and Film (in Retreat),伦敦大学皇家霍洛威学院电视电影编剧(静修)文学硕士,QS排名：300+,社科 影视,影视,36,9月,1年,18200英镑/年,Britain
MSc International Finance and Development,伦敦大学亚非学院国际金融与发展理学硕士,QS排名：300+,商科 金融,金融,21,9月,1年,24750英镑/年,Britain
MSc Accounting and Finance,伦敦大学亚非学院会计与金融理学硕士,QS排名：300+,商科 金融,金融,21,9月,1年,24750英镑/年,Britain
MSc International Financial Management,伦敦大学亚非学院国际金融管理理学硕士,QS排名：300+,商科 金融,金融,21,9月,1年,24750英镑/年,Britain
MSc Development Economics,伦敦大学亚非学院发展经济学理学硕士,QS排名：300+,商科 经济,经济,27,9月,1年,24750英镑/年,Britain
MSc Economics and Environment,伦敦大学亚非学院经济学与环境理学硕士,QS排名：300+,商科 经济,经济,27,9月,1年,24750英镑/年,Britain
MSc Political Economy of Development,伦敦大学亚非学院政治经济发展理学硕士,QS排名：300+,商科 经济,经济,27,9月,1年,24750英镑/年,Britain
MSc Economics,伦敦大学亚非学院经济学理学硕士,QS排名：300+,商科 经济,经济,27,9月,1年,24750英镑/年,Britain
MA Economic Policy,伦敦大学亚非学院经济政策文学硕士,QS排名：300+,商科 经济,经济,27,9月,1年,24750英镑/年,Britain
MA Gender Studies and Law,伦敦大学亚非学院性别研究与法律文学硕士,QS排名：300+,社科 法律,法律,17,9月,1年,24350英镑/年,Britain
LLM (Master of Laws),伦敦大学亚非学院法学硕士,QS排名：300+,社科 法律,法律,17,9月,1年,24750英镑/年,Britain
LLM Environmental Law and Sustainable Development,伦敦大学亚非学院环境法与可持续发展法学硕士,QS排名：300+,社科 法律,法律,17,9月,1年,24750英镑/年,Britain
"LLM Human Rights, Conflict and Justice",伦敦大学亚非学院人权、冲突与司法法学硕士,QS排名：300+,社科 法律,法律,17,9月,1年,24750英镑/年,Britain
LLM International Commercial and Economic Law ,伦敦大学亚非学院国际商法和经济法法学硕士,QS排名：300+,社科 法律,法律,17,9月,1年,24750英镑/年,Britain
LLM International Law,伦敦大学亚非学院国际法法学硕士,QS排名：300+,社科 法律,法律,17,9月,1年,24750英镑/年,Britain
LLM Law and Gender,伦敦大学亚非学院法律与性别法学硕士,QS排名：300+,社科 法律,法律,17,9月,1年,24750英镑/年,Britain
